target_name,target_classification,is_background_or_calibration,instrument_name,observation_mode,filter_disperser,wavelength_min_um,wavelength_max_um,exposure_time_s,obs_start_utc,obs_end_utc,calib_level,proposal_id,proposal_type,proposal_pi,obs_title,ra_deg,dec_deg,release_date_utc,obs_id,obsid,product_uri,product_download_url
HAT-P-11,Star; Exoplanets; K dwarfs,False,MIRI/SLITLESS,"MIRI LRS slitless (Low Resolution Spectroscopy, time-series)",P750L,5.0,10.0,24220.043,2024-10-29T07:23:58,2024-10-29T14:26:34,3,2950,GO,"Waters, Rens",Exploring sulfur dioxide in  H/He-rich hot gas giant atmospheres,297.71066529816176,48.0824668918189,2025-10-30T00:55:31,jw02950-o003_t003_miri_p750l-slitlessprism,232633941,mast:JWST/product/jw02950-o003_t003_miri_p750l-slitlessprism_x1dints.fits,https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:JWST/product/jw02950-o003_t003_miri_p750l-slitlessprism_x1dints.fits
HAT-P-11-BG,Star; Exoplanets; K dwarfs,True,MIRI/SLITLESS,"MIRI LRS slitless (Low Resolution Spectroscopy, time-series)",P750L,5.0,10.0,15.745,2024-10-29T15:03:39,2024-10-29T15:03:54,2,2950,GO,"Waters, Rens",Exploring sulfur dioxide in  H/He-rich hot gas giant atmospheres,297.69233916666667,48.08464166666667,2025-10-29T16:23:49,jw02950006001_03103_00001-seg001_mirimage,232625794,mast:JWST/product/jw02950006001_03103_00001-seg001_mirimage_x1dints.fits,https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:JWST/product/jw02950006001_03103_00001-seg001_mirimage_x1dints.fits
HAT-P-12,Star; Exoplanets; K stars,False,MIRI/SLITLESS,"MIRI LRS slitless (Low Resolution Spectroscopy, time-series)",P750L,5.0,10.0,22333.828,2023-06-07T09:53:59,2023-06-07T16:52:36,3,1281,GTO,"Lagage, Pierre-Olivier",MIRI and NIRSPEC Transit Observations of HAT-P-12 b,209.38823604532448,43.493213519664074,2024-06-08T20:12:02,jw01281-o001_t001_miri_p750l-slitlessprism,143397539,mast:JWST/product/jw01281-o001_t001_miri_p750l-slitlessprism_x1dints.fits,https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:JWST/product/jw01281-o001_t001_miri_p750l-slitlessprism_x1dints.fits
HAT-P-18,Star; Exoplanet Systems; K stars,False,MIRI/SLITLESS,"MIRI LRS slitless (Low Resolution Spectroscopy, time-series)",P750L,5.0,10.0,24929.361,2025-07-05T06:01:33,2025-07-05T13:18:02,3,5844,GO,"Radica, Michael","Starspots, Hazes, and Disequilibrium Chemistry: A Deep Dive into the Atmosphere of HAT-P-18b",256.34632959545416,33.01222291494998,2026-07-05T15:41:09,jw05844-o002_t001_miri_p750l-slitlessprism,297773582,mast:JWST/product/jw05844-o002_t001_miri_p750l-slitlessprism_x1dints.fits,https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:JWST/product/jw05844-o002_t001_miri_p750l-slitlessprism_x1dints.fits
HAT-P-26,Star; Exoplanets; K stars,False,MIRI/SLITLESS,"MIRI LRS slitless (Low Resolution Spectroscopy, time-series)",P750L,5.0,10.0,26086.218,2023-06-17T05:52:51,2023-06-17T13:26:57,3,1312,GTO,"Lewis, Nikole",Transit and Eclipse Spectroscopy of a Warm Neptune,213.15663463174548,4.0591013143534225,2024-06-18T03:40:45,jw01312-o006_t001_miri_p750l-slitlessprism,147507597,mast:JWST/product/jw01312-o006_t001_miri_p750l-slitlessprism_x1dints.fits,https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:JWST/product/jw01312-o006_t001_miri_p750l-slitlessprism_x1dints.fits
HAT-P-26B,Star; Exoplanet Systems; Exoplanets; K dwarfs; K stars,False,MIRI/SLITLESS,"MIRI LRS slitless (Low Resolution Spectroscopy, time-series)",P750L,5.0,10.0,24024.423,2023-06-10T21:11:15,2023-06-11T04:35:05,3,1177,GTO,"Greene, Thomas P.",MIRI observations of transiting exoplanets,213.15663442647894,4.059101442025322,2024-06-11T13:46:56,jw01177-o006_t004_miri_p750l-slitlessprism,144576364,mast:JWST/product/jw01177-o006_t004_miri_p750l-slitlessprism_x1dints.fits,https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:JWST/product/jw01177-o006_t004_miri_p750l-slitlessprism_x1dints.fits
HAT-P-32,Star; Exoplanet Systems,False,MIRI/SLITLESS,"MIRI LRS slitless (Low Resolution Spectroscopy, time-series)",P750L,5.0,10.0,26066.497,2026-02-02T23:20:58,2026-02-03T07:33:16,3,7849,GO,"Moran, Sarah E.",Meeting their Match: Measuring Cloudy Hot Jupiter Counterparts to Understand the Silicate Cloud Regime with JWST/MIRI,31.042719346489616,46.687860398569725,2027-02-03T17:54:32,jw07849-o006_t003_miri_p750l-slitlessprism,378018309,mast:JWST/product/jw07849-o006_t003_miri_p750l-slitlessprism_x1dints.fits,https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:JWST/product/jw07849-o006_t003_miri_p750l-slitlessprism_x1dints.fits
HATS-72b,Star; Exoplanet Systems,False,MIRI/SLITLESS,"MIRI LRS slitless (Low Resolution Spectroscopy, time-series)",P750L,5.0,10.0,27688.069,2026-06-02T23:24:50,2026-06-03T07:24:44,3,7849,GO,"Moran, Sarah E.",Meeting their Match: Measuring Cloudy Hot Jupiter Counterparts to Understand the Silicate Cloud Regime with JWST/MIRI,339.02549584118674,-17.000561356071678,2027-06-03T16:52:01,jw07849-o001_t001_miri_p750l-slitlessprism,405761918,mast:JWST/product/jw07849-o001_t001_miri_p750l-slitlessprism_x1dints.fits,https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:JWST/product/jw07849-o001_t001_miri_p750l-slitlessprism_x1dints.fits
HD-189733B,Star; Exoplanets; K stars,False,MIRI/SLITLESS,"MIRI LRS slitless (Low Resolution Spectroscopy, time-series)",P750L,5.0,10.0,16847.902,2022-09-16T13:01:58,2022-09-16T18:17:32,3,2001,GO,"Min, Michiel",Mineral clouds in the atmosphere of the hot Jupiter HD189733b,300.1821149325176,22.709273909701466,2023-09-17T02:54:48,jw02001-o001_t001_miri_p750l-slitlessprism,93208454,mast:JWST/product/jw02001-o001_t001_miri_p750l-slitlessprism_x1dints.fits,https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:JWST/product/jw02001-o001_t001_miri_p750l-slitlessprism_x1dints.fits
HD-189733B,Star; Exoplanet Systems; Exoplanets,False,MIRI/SLITLESS,"MIRI LRS slitless (Low Resolution Spectroscopy, time-series)",P750L,5.0,10.0,16255.319,2022-09-24T08:27:07,2022-09-24T13:06:20,3,2021,GO,"Kilpatrick, Brian",Into the next Dimension:  3-D Eclipse Maps of the Canonical Hot Jupiter HD 189733b,300.18211491136975,22.709272427778163,2023-01-24T12:48:58,jw02021-o001_t001_miri_p750l-slitlessprism,94689661,mast:JWST/product/jw02021-o001_t001_miri_p750l-slitlessprism_x1dints.fits,https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:JWST/product/jw02021-o001_t001_miri_p750l-slitlessprism_x1dints.fits
HD-189733B,Star; Exoplanet Systems; Exoplanets,False,MIRI/SLITLESS,"MIRI LRS slitless (Low Resolution Spectroscopy, time-series)",P750L,5.0,10.0,16255.319,2022-10-18T17:34:57,2022-10-18T22:27:26,3,2021,GO,"Kilpatrick, Brian",Into the next Dimension:  3-D Eclipse Maps of the Canonical Hot Jupiter HD 189733b,300.18211484513546,22.709267786435944,2023-10-20T22:57:45,jw02021-o002_t001_miri_p750l-slitlessprism,97919514,mast:JWST/product/jw02021-o002_t001_miri_p750l-slitlessprism_x1dints.fits,https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:JWST/product/jw02021-o002_t001_miri_p750l-slitlessprism_x1dints.fits
HD-189733B,Star; Exoplanet Systems; Exoplanets,False,MIRI/SLITLESS,"MIRI LRS slitless (Low Resolution Spectroscopy, time-series)",P750L,5.0,10.0,16255.319,2023-06-30T20:44:39,2023-07-01T01:39:37,3,2021,GO,"Kilpatrick, Brian",Into the next Dimension:  3-D Eclipse Maps of the Canonical Hot Jupiter HD 189733b,300.18211415227626,22.709219234629593,2024-07-01T11:30:03,jw02021-o011_t001_miri_p750l-slitlessprism,150336550,mast:JWST/product/jw02021-o011_t001_miri_p750l-slitlessprism_x1dints.fits,https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:JWST/product/jw02021-o011_t001_miri_p750l-slitlessprism_x1dints.fits
HD-20329,Star; Exoplanets,False,MIRI/SLITLESS,"MIRI LRS slitless (Low Resolution Spectroscopy, time-series)",P750L,5.0,10.0,14053.092,2025-08-25T22:06:32,2025-08-26T02:40:53,3,4818,GO,"Weiner Mansfield, Megan",A survey to search for silicate vapor atmospheres in the ultra-hot terrestrial planet population,49.17845127893329,15.655782772116238,2026-08-27T06:33:23,jw04818-o003_t002_miri_p750l-slitlessprism,317600303,mast:JWST/product/jw04818-o003_t002_miri_p750l-slitlessprism_x1dints.fits,https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:JWST/product/jw04818-o003_t002_miri_p750l-slitlessprism_x1dints.fits
HD-20329_BKG,Unidentified; Blank field,True,MIRI/SLITLESS,"MIRI LRS slitless (Low Resolution Spectroscopy, time-series)",P750L,5.0,10.0,17.335,2025-08-26T02:49:24,2025-08-26T02:49:42,2,4818,GO,"Weiner Mansfield, Megan",A survey to search for silicate vapor atmospheres in the ultra-hot terrestrial planet population,49.1675,15.663694444444445,2026-08-27T05:59:44,jw04818004001_02101_00001-seg001_mirimage,317562108,mast:JWST/product/jw04818004001_02101_00001-seg001_mirimage_x1dints.fits,https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:JWST/product/jw04818004001_02101_00001-seg001_mirimage_x1dints.fits
HD-209458,Star; Exoplanets,False,MIRI/SLITLESS,"MIRI LRS slitless (Low Resolution Spectroscopy, time-series)",P750L,5.0,10.0,25689.254,2023-07-14T15:33:19,2023-07-14T22:49:04,3,2667,GO,"Wakeford, Hannah",Good vibrations: Directly measuring Exoplanet aerosol compositions with MIRI spectroscopy,330.79509184621077,18.884201743734096,2024-07-15T06:34:13,jw02667-o051_t001_miri_p750l-slitlessprism,158352467,mast:JWST/product/jw02667-o051_t001_miri_p750l-slitlessprism_x1dints.fits,https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:JWST/product/jw02667-o051_t001_miri_p750l-slitlessprism_x1dints.fits
HD-2811-lrs_bkg,Star; A dwarfs,False,MIRI/SLITLESS,"MIRI LRS slitless (Low Resolution Spectroscopy, time-series)",P750L,5.0,10.0,125.801,2025-10-28T22:00:36,2025-10-28T22:02:42,2,7487,CAL,"Gordon, Karl D.",CAL-XCAL-401: Absolute Flux Calibration (A Dwarfs),7.8269817320973445,-43.600864367482316,2025-10-29T04:49:15,jw07487009001_02101_00001-seg001_mirimage,355633423,mast:JWST/product/jw07487009001_02101_00001-seg001_mirimage_x1dints.fits,https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:JWST/product/jw07487009001_02101_00001-seg001_mirimage_x1dints.fits
HD-2811-lrs_bkg,Star; A dwarfs,False,MIRI/SLITLESS,"MIRI LRS slitless (Low Resolution Spectroscopy, time-series)",P750L,5.0,10.0,125.801,2025-11-17T04:22:10,2025-11-17T04:24:16,2,7487,CAL,"Gordon, Karl D.",CAL-XCAL-401: Absolute Flux Calibration (A Dwarfs),7.826981610543123,-43.60086443086378,2025-11-17T15:25:13,jw07487109001_02101_00001-seg001_mirimage,361600670,mast:JWST/product/jw07487109001_02101_00001-seg001_mirimage_x1dints.fits,https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:JWST/product/jw07487109001_02101_00001-seg001_mirimage_x1dints.fits
HD-2811-lrs_wbkg,Star; A dwarfs,False,MIRI/SLITLESS,"MIRI LRS slitless (Low Resolution Spectroscopy, time-series)",P750L,5.0,10.0,503.68,2025-11-17T04:53:26,2025-11-17T05:09:22,3,7487,CAL,"Gordon, Karl D.",CAL-XCAL-401: Absolute Flux Calibration (A Dwarfs),7.826981604851401,-43.606419986515185,2025-11-17T15:29:23,jw07487-o110_t010_miri_p750l-slitlessprism,361600686,mast:JWST/product/jw07487-o110_t010_miri_p750l-slitlessprism_x1dints.fits,https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:JWST/product/jw07487-o110_t010_miri_p750l-slitlessprism_x1dints.fits
HD-3167,Star; Exoplanets,False,MIRI/SLITLESS,"MIRI LRS slitless (Low Resolution Spectroscopy, time-series)",P750L,5.0,10.0,15324.935,2025-06-28T17:14:34,2025-06-28T22:20:44,3,4818,GO,"Weiner Mansfield, Megan",A survey to search for silicate vapor atmospheres in the ultra-hot terrestrial planet population,8.74044809823626,4.3802392839345305,2026-06-29T00:29:26,jw04818-o017_t009_miri_p750l-slitlessprism,300593742,mast:JWST/product/jw04818-o017_t009_miri_p750l-slitlessprism_x1dints.fits,https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:JWST/product/jw04818-o017_t009_miri_p750l-slitlessprism_x1dints.fits
HD-3167_BKG,Unidentified; Blank field,True,MIRI/SLITLESS,"MIRI LRS slitless (Low Resolution Spectroscopy, time-series)",P750L,5.0,10.0,15.745,2025-06-28T22:28:50,2025-06-28T22:29:06,2,4818,GO,"Weiner Mansfield, Megan",A survey to search for silicate vapor atmospheres in the ultra-hot terrestrial planet population,8.733208333333334,4.387916666666667,2026-06-29T00:27:35,jw04818018001_02101_00001-seg001_mirimage,294072505,mast:JWST/product/jw04818018001_02101_00001-seg001_mirimage_x1dints.fits,https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:JWST/product/jw04818018001_02101_00001-seg001_mirimage_x1dints.fits
HD-55677,Star; A dwarfs,False,MIRI/SLITLESS,"MIRI LRS slitless (Low Resolution Spectroscopy, time-series)",P750L,5.0,10.0,193.075,2025-10-17T11:58:14,2025-10-17T12:07:52,3,7487,CAL,"Gordon, Karl D.",CAL-XCAL-401: Absolute Flux Calibration (A Dwarfs),108.63035459871274,13.860169526901593,2025-10-18T05:34:10,jw07487-o012_t012_miri_p750l-slitlessprism,355580115,mast:JWST/product/jw07487-o012_t012_miri_p750l-slitlessprism_x1dints.fits,https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:JWST/product/jw07487-o012_t012_miri_p750l-slitlessprism_x1dints.fits
HD-55677-bkg,Star; A dwarfs,True,MIRI/SLITLESS,"MIRI LRS slitless (Low Resolution Spectroscopy, time-series)",P750L,5.0,10.0,772.775,2025-10-17T11:31:44,2025-10-17T11:44:37,2,7487,CAL,"Gordon, Karl D.",CAL-XCAL-401: Absolute Flux Calibration (A Dwarfs),108.63035459829409,13.865725082554702,2025-10-18T05:35:50,jw07487011001_02101_00001-seg001_mirimage,355580080,mast:JWST/product/jw07487011001_02101_00001-seg001_mirimage_x1dints.fits,https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:JWST/product/jw07487011001_02101_00001-seg001_mirimage_x1dints.fits
HD-80606,Star; Exoplanet Systems; G stars,False,MIRI/SLITLESS,"MIRI LRS slitless (Low Resolution Spectroscopy, time-series)",P750L,5.0,10.0,25792.948,2025-04-10T17:01:05,2025-04-11T15:11:05,3,2008,GO,"Kataria, Tiffany",A Blast From the Past: A Spectroscopic look at the Flash Heating of HD80606b,140.65718929621667,50.60380585426583,2026-04-12T20:52:27,jw02008-o001_t001_miri_p750l-slitlessprism,253966645,mast:JWST/product/jw02008-o001_t001_miri_p750l-slitlessprism_x1dints.fits,https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:JWST/product/jw02008-o001_t001_miri_p750l-slitlessprism_x1dints.fits
HD106252,Star; G dwarfs,False,MIRI/SLITLESS,"MIRI LRS slitless (Low Resolution Spectroscopy, time-series)",P750L,5.0,10.0,114.35,2023-06-19T22:35:30,2023-06-19T22:43:45,3,1538,CAL,"Gordon, Karl D.",Absolute Flux Calibration (G Dwarfs),183.37310968024985,10.039810921264863,2023-06-20T02:59:11,jw01538-o023_t005_miri_p750l-slitlessprism,150293966,mast:JWST/product/jw01538-o023_t005_miri_p750l-slitlessprism_x1dints.fits,https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:JWST/product/jw01538-o023_t005_miri_p750l-slitlessprism_x1dints.fits
HD106315,Star; Exoplanets; F dwarfs,False,MIRI/SLITLESS,"MIRI LRS slitless (Low Resolution Spectroscopy, time-series)",P750L,5.0,10.0,20299.707,2024-06-13T01:27:47,2024-06-13T12:51:48,3,2950,GO,"Waters, Rens",Exploring sulfur dioxide in  H/He-rich hot gas giant atmospheres,183.47246829985232,-0.39340642225019395,2025-06-13T16:55:06,jw02950-o002_t002_miri_p750l-slitlessprism,215986493,mast:JWST/product/jw02950-o002_t002_miri_p750l-slitlessprism_x1dints.fits,https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:JWST/product/jw02950-o002_t002_miri_p750l-slitlessprism_x1dints.fits
HD106315-BG,Star; Exoplanets; F dwarfs,True,MIRI/SLITLESS,"MIRI LRS slitless (Low Resolution Spectroscopy, time-series)",P750L,5.0,10.0,31.649,2024-06-13T13:11:55,2024-06-13T13:12:27,2,2950,GO,"Waters, Rens",Exploring sulfur dioxide in  H/He-rich hot gas giant atmospheres,183.4724682991937,-0.3934064189171833,2025-06-13T13:44:33,jw02950005001_03103_00001-seg001_mirimage,215933822,mast:JWST/product/jw02950005001_03103_00001-seg001_mirimage_x1dints.fits,https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:JWST/product/jw02950005001_03103_00001-seg001_mirimage_x1dints.fits
HD106315-BG,Star; Exoplanets; F dwarfs,True,MIRI/SLITLESS,"MIRI LRS slitless (Low Resolution Spectroscopy, time-series)",P750L,5.0,10.0,31.649,2024-06-13T13:12:53,2024-06-13T13:13:25,2,2950,GO,"Waters, Rens",Exploring sulfur dioxide in  H/He-rich hot gas giant atmospheres,183.4724682991925,-0.3934064189111484,2025-06-13T13:44:25,jw02950005001_03103_00002-seg001_mirimage,215933823,mast:JWST/product/jw02950005001_03103_00002-seg001_mirimage_x1dints.fits,https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:JWST/product/jw02950005001_03103_00002-seg001_mirimage_x1dints.fits
HD142331-BKG,Star; G dwarfs,True,MIRI/SLITLESS,"MIRI LRS slitless (Low Resolution Spectroscopy, time-series)",P750L,5.0,10.0,123.892,2023-08-21T03:17:25,2023-08-21T03:19:29,2,4498,CAL,"Gordon, Karl D.",Absolute Flux Calibration (Solar Analogs),238.5817480474643,-8.574979837089577,2023-08-21T09:36:33,jw04498009001_03102_00001-seg001_mirimage,169675085,mast:JWST/product/jw04498009001_03102_00001-seg001_mirimage_x1dints.fits,https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:JWST/product/jw04498009001_03102_00001-seg001_mirimage_x1dints.fits
HD142331-WBKG,Star; G dwarfs,False,MIRI/SLITLESS,"MIRI LRS slitless (Low Resolution Spectroscopy, time-series)",P750L,5.0,10.0,496.046,2023-08-21T02:44:10,2023-08-21T02:58:31,3,4498,CAL,"Gordon, Karl D.",Absolute Flux Calibration (Solar Analogs),238.58174803853043,-8.58053539234539,2023-08-21T09:42:11,jw04498-o008_t005_miri_p750l-slitlessprism,169675116,mast:JWST/product/jw04498-o008_t005_miri_p750l-slitlessprism_x1dints.fits,https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:JWST/product/jw04498-o008_t005_miri_p750l-slitlessprism_x1dints.fits
HD167060,Star; G dwarfs,False,MIRI/SLITLESS,"MIRI LRS slitless (Low Resolution Spectroscopy, time-series)",P750L,5.0,10.0,217.408,2022-07-30T19:00:10,2022-07-30T19:10:21,3,1538,CAL,"Gordon, Karl D.",Absolute Flux Calibration (G Dwarfs),274.4351005486242,-61.709687414156576,2022-07-30T21:23:19,jw01538-o024_t013_miri_p750l-slitlessprism,87768716,mast:JWST/product/jw01538-o024_t013_miri_p750l-slitlessprism_x1dints.fits,https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:JWST/product/jw01538-o024_t013_miri_p750l-slitlessprism_x1dints.fits
HD180609,Star; A dwarfs,False,MIRI/SLITLESS,"MIRI LRS slitless (Low Resolution Spectroscopy, time-series)",P750L,5.0,10.0,2026.011,2022-08-31T14:50:03,2022-08-31T15:30:38,3,1536,CAL,"Gordon, Karl D.",Absolute Flux Calibration (A Dwarfs),288.1966207854705,64.17694539846137,2022-09-01T08:18:21,jw01536-o031_t007_miri_p750l-slitlessprism,90775868,mast:JWST/product/jw01536-o031_t007_miri_p750l-slitlessprism_x1dints.fits,https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:JWST/product/jw01536-o031_t007_miri_p750l-slitlessprism_x1dints.fits
HD2811,Star; A dwarfs,False,MIRI/SLITLESS,"MIRI LRS slitless (Low Resolution Spectroscopy, time-series)",P750L,5.0,10.0,78.407,2022-11-15T19:46:50,2022-11-15T19:56:28,3,1536,CAL,"Gordon, Karl D.",Absolute Flux Calibration (A Dwarfs),7.827024220665074,-43.60639744265183,2022-11-15T21:18:57,jw01536-o029_t014_miri_p750l-slitlessprism,101011823,mast:JWST/product/jw01536-o029_t014_miri_p750l-slitlessprism_x1dints.fits,https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:JWST/product/jw01536-o029_t014_miri_p750l-slitlessprism_x1dints.fits
HD2811,Star; A dwarfs,False,MIRI/SLITLESS,"MIRI LRS slitless (Low Resolution Spectroscopy, time-series)",P750L,5.0,10.0,503.68,2023-11-10T06:54:06,2023-11-10T07:08:44,3,4496,CAL,"Gordon, Karl D.",Absolute Flux Calibration (A Dwarfs),7.826986261240399,-43.60641755877968,2023-11-10T15:25:55,jw04496-o004_t002_miri_p750l-slitlessprism,190201498,mast:JWST/product/jw04496-o004_t002_miri_p750l-slitlessprism_x1dints.fits,https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:JWST/product/jw04496-o004_t002_miri_p750l-slitlessprism_x1dints.fits
HD2811,Star; A dwarfs,False,MIRI/SLITLESS,"MIRI LRS slitless (Low Resolution Spectroscopy, time-series)",P750L,5.0,10.0,503.68,2024-10-15T01:21:05,2024-10-15T01:35:04,3,6604,CAL,"Gordon, Karl D.",CAL-XCAL-301: Absolute Flux Calibration (A Dwarfs),7.826984117241698,-43.60641867661192,2024-10-15T18:00:42,jw06604-o003_t002_miri_p750l-slitlessprism,232094482,mast:JWST/product/jw06604-o003_t002_miri_p750l-slitlessprism_x1dints.fits,https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:JWST/product/jw06604-o003_t002_miri_p750l-slitlessprism_x1dints.fits
HD2811-BKG,Star; A dwarfs,True,MIRI/SLITLESS,"MIRI LRS slitless (Low Resolution Spectroscopy, time-series)",P750L,5.0,10.0,125.801,2023-11-10T07:30:01,2023-11-10T07:32:07,2,4496,CAL,"Gordon, Karl D.",Absolute Flux Calibration (A Dwarfs),7.826986256044798,-43.61197311439589,2023-11-10T15:21:55,jw04496005001_03102_00001-seg001_mirimage,190208800,mast:JWST/product/jw04496005001_03102_00001-seg001_mirimage_x1dints.fits,https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:JWST/product/jw04496005001_03102_00001-seg001_mirimage_x1dints.fits
HD37962,Star; G dwarfs,False,MIRI/SLITLESS,"MIRI LRS slitless (Low Resolution Spectroscopy, time-series)",P750L,5.0,10.0,133.435,2022-10-20T15:35:03,2022-10-20T15:44:00,3,1538,CAL,"Gordon, Karl D.",Absolute Flux Calibration (G Dwarfs),85.21608217566727,-31.353418925091894,2022-10-21T22:21:02,jw01538-o022_t006_miri_p750l-slitlessprism,97926245,mast:JWST/product/jw01538-o022_t006_miri_p750l-slitlessprism_x1dints.fits,https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:JWST/product/jw01538-o022_t006_miri_p750l-slitlessprism_x1dints.fits
HD76534,Star; B stars,False,MIRI/SLITLESS,"MIRI LRS slitless (Low Resolution Spectroscopy, time-series)",P750L,5.0,10.0,100.036,2022-05-31T13:33:00,2022-05-31T13:41:18,3,1259,COM,"Kendrew, Sarah",MIRI LRS Spectral Dispersion and Resolution,133.78621803931128,-43.466611020323874,2022-07-14T20:29:59,jw01259-o005_t003_miri_p750l-slitlessprism,83342693,mast:JWST/product/jw01259-o005_t003_miri_p750l-slitlessprism_x1dints.fits,https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:JWST/product/jw01259-o005_t003_miri_p750l-slitlessprism_x1dints.fits
HD76534,Star; B stars; Emission line stars,False,MIRI/SLITLESS,"MIRI LRS slitless (Low Resolution Spectroscopy, time-series)",P750L,5.0,10.0,389.171,2024-04-10T05:03:19,2024-04-10T05:15:51,3,4491,CAL,"Sloan, Greg",CAL-MIRI-235 MIRI LRS wavelength calibration,133.78621306830567,-43.46660893729192,2024-04-10T06:10:51,jw04491-o002_t002_miri_p750l-slitlessprism,213204713,mast:JWST/product/jw04491-o002_t002_miri_p750l-slitlessprism_x1dints.fits,https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:JWST/product/jw04491-o002_t002_miri_p750l-slitlessprism_x1dints.fits
HD76534,Star; B stars; Emission line stars,False,MIRI/SLITLESS,"MIRI LRS slitless (Low Resolution Spectroscopy, time-series)",P750L,5.0,10.0,389.171,2025-01-10T07:26:09,2025-01-10T07:39:24,3,6621,CAL,"Sloan, Greg",CAL-MIRI-335 MIRI LRS wavelength calibration,133.7862110562002,-43.46660809414662,2025-01-13T20:26:14,jw06621-o002_t002_miri_p750l-slitlessprism,236585089,mast:JWST/product/jw06621-o002_t002_miri_p750l-slitlessprism_x1dints.fits,https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:JWST/product/jw06621-o002_t002_miri_p750l-slitlessprism_x1dints.fits
HD76534-background,Star; B stars; Emission line stars,False,MIRI/SLITLESS,"MIRI LRS slitless (Low Resolution Spectroscopy, time-series)",P750L,5.0,10.0,97.173,2026-02-12T18:28:24,2026-02-12T18:30:01,2,8427,CAL,"Sloan, Greg",CAL-MIRI-435 MIRI LRS wavelength calibration,133.7862081514902,-43.458273539604306,2026-02-13T03:57:07,jw08427002001_02101_00001-seg001_mirimage,378221873,mast:JWST/product/jw08427002001_02101_00001-seg001_mirimage_x1dints.fits,https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:JWST/product/jw08427002001_02101_00001-seg001_mirimage_x1dints.fits
HD76534-slitless,Star; B stars; Emission line stars,False,MIRI/SLITLESS,"MIRI LRS slitless (Low Resolution Spectroscopy, time-series)",P750L,5.0,10.0,389.171,2026-02-12T18:44:18,2026-02-12T18:57:33,3,8427,CAL,"Sloan, Greg",CAL-MIRI-435 MIRI LRS wavelength calibration,133.78620814174562,-43.46660687288428,2026-02-13T04:02:31,jw08427-o003_t002_miri_p750l-slitlessprism,378221925,mast:JWST/product/jw08427-o003_t002_miri_p750l-slitlessprism_x1dints.fits,https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:JWST/product/jw08427-o003_t002_miri_p750l-slitlessprism_x1dints.fits
HR5467-BKG,Star; A dwarfs,True,MIRI/SLITLESS,"MIRI LRS slitless (Low Resolution Spectroscopy, time-series)",P750L,5.0,10.0,152.519,2024-04-02T08:29:09,2024-04-02T08:31:41,2,4496,CAL,"Gordon, Karl D.",Absolute Flux Calibration (A Dwarfs),219.56361652127725,54.028769063932714,2024-04-02T14:11:24,jw04496012001_03102_00001-seg001_mirimage,213031010,mast:JWST/product/jw04496012001_03102_00001-seg001_mirimage_x1dints.fits,https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:JWST/product/jw04496012001_03102_00001-seg001_mirimage_x1dints.fits
