set,target_name,instrument,provenance,filters_grating,observation_mode,exposure_time_s,proposal_id,proposal_pi,release_date,obs_id,obsid,calib_level,wavelength_region
JWST,P330-E,NIRCAM/GRISM,CALJWST,F444W;GRISMR,NIRCam Grism Time Series,137.362,7615,"Gordon, Karl D.",2025-08-23,jw07615-o008_t001_nircam_f444w-grismr-subgrism256,311276113,3,INFRARED
JWST,IRAS-05248-7007,NIRCAM/GRISM,CALJWST,F444W;GRISMR,NIRCam Grism Time Series,510.221,1076,"Pirzkal, Norbert",2022-07-14,jw01076-o014_t002_nircam_f444w-grismr-subgrism256,82697558,3,INFRARED
JWST,P330-E,NIRCAM/GRISM,CALJWST,F444W;GRISMR,NIRCam Grism Time Series,107.368,1076,"Pirzkal, Norbert",2022-07-14,jw01076-o002_t001_nircam_f444w-grismr,82463009,3,INFRARED
JWST,IRAS-05248-7007,NIRCAM/GRISM,CALJWST,F322W2;GRISMR,NIRCam Grism Time Series,489.456,1076,"Pirzkal, Norbert",2022-07-14,jw01076-o012_t002_nircam_f322w2-grismr-subgrism64,82697549,3,INFRARED
JWST,IRAS-05248-7007,NIRCAM/GRISM,CALJWST,F322W2;GRISMR,NIRCam Grism Time Series,540.776,1076,"Pirzkal, Norbert",2022-07-14,jw01076-o010_t002_nircam_f322w2-grismr-subgrism128,82697270,3,INFRARED
JWST,P330-E,NIRCAM/GRISM,CALJWST,F322W2;GRISMR,NIRCam Grism Time Series,1073.677,1076,"Pirzkal, Norbert",2022-07-14,jw01076-o001_t001_nircam_f322w2-grismr,82462948,3,INFRARED
JWST,IRAS-05248-7007,NIRCAM/GRISM,CALJWST,F322W2;GRISMR,NIRCam Grism Time Series,538.676,1076,"Pirzkal, Norbert",2022-07-14,jw01076-o007_t002_nircam_f322w2-grismr-subgrism256,82684004,3,INFRARED
JWST,IRAS-05248-7007,NIRCAM/GRISM,CALJWST,F322W2;GRISMR,NIRCam Grism Time Series,135.194,1076,"Pirzkal, Norbert",2022-07-14,jw01076-o009_t002_nircam_f322w2-grismr-subgrism128,82751731,3,INFRARED
JWST,P330-E,NIRCAM/GRISM,CALJWST,F444W;GRISMR,NIRCam Grism Time Series,137.362,6606,"Gordon, Karl D.",2025-03-03,jw06606-o013_t001_nircam_f444w-grismr-subgrism256,245566027,3,INFRARED
JWST,P330-E,NIRCAM/GRISM,CALJWST,F322W2;GRISMR,NIRCam Grism Time Series,56.561,6606,"Gordon, Karl D.",2025-03-03,jw06606-o014_t001_nircam_f322w2-grismr-subgrism256,245565992,3,INFRARED
JWST,P330-E,NIRCAM/GRISM,CALJWST,F322W2;GRISMR,NIRCam Grism Time Series,56.561,7615,"Gordon, Karl D.",2025-07-08,jw07615-o009_t001_nircam_f322w2-grismr-subgrism256,298070529,3,INFRARED
JWST,SMP-LMC-58,NIRCAM/GRISM,CALJWST,F444W;GRISMR,NIRCam Grism Time Series,193.262,1480,"Boyer, Martha L.",2023-07-26,jw01480-o011_t001_nircam_f444w-grismr,155665393,3,INFRARED
JWST,SMP-LMC-58,NIRCAM/GRISM,CALJWST,F322W2;GRISMR,NIRCam Grism Time Series,193.262,1480,"Boyer, Martha L.",2023-07-26,jw01480-o009_t001_nircam_f322w2-grismr,155665402,3,INFRARED
JWST,GP2-JMAG14-STAR,NIRCAM/GRISM,CALJWST,F322W2;GRISMR,NIRCam Grism Time Series,443.061,1068,"Hilbert, Bryan",2022-07-14,jw01068-o007_t004_nircam_f322w2-grismr-subgrism256,83256939,3,INFRARED
JWST,CD-40-11169,NIRCAM/GRISM,CALJWST,F322W2;GRISMR,NIRCam Grism Time Series,13.519,2183,"Zeegers, Sascha",2025-04-15,jw02183-o117_t006_nircam_f322w2-grismr-subgrism128,213234623,3,INFRARED
JWST,GSC-08152-02121,NIRCAM/GRISM,CALJWST,F322W2;GRISMR,NIRCam Grism Time Series,26.934,2183,"Zeegers, Sascha",2024-02-25,jw02183-o033_t011_nircam_f322w2-grismr-subgrism256,117962706,3,INFRARED
JWST,TYC-6272-339-1,NIRCAM/GRISM,CALJWST,F444W;GRISMR,NIRCam Grism Time Series,26.934,2183,"Zeegers, Sascha",2023-09-20,jw02183-o024_t008_nircam_f444w-grismr-subgrism256,93702238,3,INFRARED
JWST,CPR2002-A38,NIRCAM/GRISM,CALJWST,F444W;GRISMR,NIRCam Grism Time Series,26.934,2183,"Zeegers, Sascha",2023-09-17,jw02183-o006_t002_nircam_f444w-grismr-subgrism256,93076305,3,INFRARED
JWST,ALS-15181,NIRCAM/GRISM,CALJWST,F444W;GRISMR,NIRCam Grism Time Series,26.934,2183,"Zeegers, Sascha",2023-09-17,jw02183-o009_t003_nircam_f444w-grismr-subgrism256,93076292,3,INFRARED
JWST,GSC-03157-00327,NIRCAM/GRISM,CALJWST,F444W;GRISMR,NIRCam Grism Time Series,26.934,2183,"Zeegers, Sascha",2023-09-17,jw02183-o012_t004_nircam_f444w-grismr-subgrism256,93076296,3,INFRARED
JWST,CD-40-11169,NIRCAM/GRISM,CALJWST,F322W2;GRISMR,NIRCam Grism Time Series,13.519,2183,"Zeegers, Sascha",2023-09-27,jw02183-o017_t006_nircam_f322w2-grismr-subgrism128,158296406,3,INFRARED
JWST,VI-CYG-1,NIRCAM/GRISM,CALJWST,F444W;GRISMR,NIRCam Grism Time Series,26.934,2183,"Zeegers, Sascha",2023-09-14,jw02183-o003_t001_nircam_f444w-grismr-subgrism256,93018359,3,INFRARED
JWST,GSC-03157-00327,NIRCAM/GRISM,CALJWST,F322W2;GRISMR,NIRCam Grism Time Series,26.934,2183,"Zeegers, Sascha",2023-09-17,jw02183-o011_t004_nircam_f322w2-grismr-subgrism256,93076308,3,INFRARED
JWST,VI-CYG-1,NIRCAM/GRISM,CALJWST,F322W2;GRISMR,NIRCam Grism Time Series,26.934,2183,"Zeegers, Sascha",2023-09-14,jw02183-o002_t001_nircam_f322w2-grismr-subgrism256,93031130,3,INFRARED
JWST,2MASS-J20452110+4223513,NIRCAM/GRISM,CALJWST,F322W2;GRISMR,NIRCam Grism Time Series,26.934,2183,"Zeegers, Sascha",2023-01-24,jw02183-o014_t005_nircam_f322w2-grismr-subgrism256,93018361,3,INFRARED
JWST,GSC-08152-02121,NIRCAM/GRISM,CALJWST,F444W;GRISMR,NIRCam Grism Time Series,26.934,2183,"Zeegers, Sascha",2024-03-03,jw02183-o034_t011_nircam_f444w-grismr-subgrism256,118185623,3,INFRARED
JWST,CD-40-11169,NIRCAM/GRISM,CALJWST,F444W;GRISMR,NIRCam Grism Time Series,13.519,2183,"Zeegers, Sascha",2024-07-30,jw02183-o018_t006_nircam_f444w-grismr-subgrism128,158296425,3,INFRARED
JWST,TYC-8989-436-1,NIRCAM/GRISM,CALJWST,F322W2;GRISMR,NIRCam Grism Time Series,13.519,2183,"Zeegers, Sascha",2024-06-19,jw02183-o036_t012_nircam_f322w2-grismr-subgrism128,148164573,3,INFRARED
JWST,CPD-59-5831,NIRCAM/GRISM,CALJWST,F322W2;GRISMR,NIRCam Grism Time Series,13.519,2183,"Zeegers, Sascha",2024-02-22,jw02183-o039_t013_nircam_f322w2-grismr-subgrism128,117935780,3,INFRARED
JWST,TYC-7380-1046-1,NIRCAM/GRISM,CALJWST,F444W;GRISMR,NIRCam Grism Time Series,26.934,2183,"Zeegers, Sascha",2024-03-17,jw02183-o121_t007_nircam_f444w-grismr-subgrism256,118500958,3,INFRARED
JWST,TYC-7380-1046-1,NIRCAM/GRISM,CALJWST,F322W2;GRISMR,NIRCam Grism Time Series,13.519,2183,"Zeegers, Sascha",2023-09-19,jw02183-o020_t007_nircam_f322w2-grismr-subgrism128,93529747,3,INFRARED
JWST,LS-4992,NIRCAM/GRISM,CALJWST,F444W;GRISMR,NIRCam Grism Time Series,26.934,2183,"Zeegers, Sascha",2023-09-20,jw02183-o027_t009_nircam_f444w-grismr-subgrism256,93702230,3,INFRARED
JWST,CPD-59-5831,NIRCAM/GRISM,CALJWST,F444W;GRISMR,NIRCam Grism Time Series,26.934,2183,"Zeegers, Sascha",2024-08-21,jw02183-o122_t013_nircam_f444w-grismr-subgrism256,169659657,3,INFRARED
JWST,2MASS-J20452110+4223513,NIRCAM/GRISM,CALJWST,F444W;GRISMR,NIRCam Grism Time Series,26.934,2183,"Zeegers, Sascha",2023-09-17,jw02183-o015_t005_nircam_f444w-grismr-subgrism256,93076310,3,INFRARED
JWST,ALS-15181,NIRCAM/GRISM,CALJWST,F322W2;GRISMR,NIRCam Grism Time Series,26.934,2183,"Zeegers, Sascha",2023-09-17,jw02183-o008_t003_nircam_f322w2-grismr-subgrism256,93091933,3,INFRARED
JWST,TYC-8989-436-1,NIRCAM/GRISM,CALJWST,F444W;GRISMR,NIRCam Grism Time Series,26.934,2183,"Zeegers, Sascha",2024-06-19,jw02183-o037_t012_nircam_f444w-grismr-subgrism256,148168197,3,INFRARED
JWST,2MASS-J20452110+4223513,NIRCAM/GRISM,CALJWST,F322W2;GRISMR,NIRCam Grism Time Series,26.934,2183,"Zeegers, Sascha",2024-06-01,jw02183-o114_t005_nircam_f322w2-grismr-subgrism256,140303513,3,INFRARED
JWST,CPR2002-A38,NIRCAM/GRISM,CALJWST,F322W2;GRISMR,NIRCam Grism Time Series,26.934,2183,"Zeegers, Sascha",2023-09-17,jw02183-o005_t002_nircam_f322w2-grismr-subgrism256,93076300,3,INFRARED
JWST,TYC-6272-339-1,NIRCAM/GRISM,CALJWST,F322W2;GRISMR,NIRCam Grism Time Series,26.934,2183,"Zeegers, Sascha",2023-09-20,jw02183-o023_t008_nircam_f322w2-grismr-subgrism256,93702231,3,INFRARED
JWST,LS-4992,NIRCAM/GRISM,CALJWST,F322W2;GRISMR,NIRCam Grism Time Series,13.519,2183,"Zeegers, Sascha",2023-09-20,jw02183-o026_t009_nircam_f322w2-grismr-subgrism128,93702232,3,INFRARED
JWST,HD-147888,NIRCAM/GRISM,CALJWST,F322W2;GRISMR,NIRCam Grism Time Series,5.45,2459,"Decleir, Marjorie",2024-03-10,jw02459-o007_t004_nircam_f322w2-grismr-subgrism64,118371579,3,INFRARED
JWST,HD-207198,NIRCAM/GRISM,CALJWST,F322W2;GRISMR,NIRCam Grism Time Series,5.45,2459,"Decleir, Marjorie",2023-09-08,jw02459-o015_t008_nircam_f322w2-grismr-subgrism64,91483002,3,INFRARED
JWST,HD-216898,NIRCAM/GRISM,CALJWST,F322W2;GRISMR,NIRCam Grism Time Series,13.519,2459,"Decleir, Marjorie",2023-09-08,jw02459-o017_t009_nircam_f322w2-grismr-subgrism128,91483007,3,INFRARED
JWST,HD-203938,NIRCAM/GRISM,CALJWST,F322W2;GRISMR,NIRCam Grism Time Series,6.812,2459,"Decleir, Marjorie",2023-09-08,jw02459-o011_t006_nircam_f322w2-grismr-subgrism64,91443915,3,INFRARED
JWST,HD-216898,NIRCAM/GRISM,CALJWST,F322W2;GRISMR,NIRCam Grism Time Series,13.519,2459,"Decleir, Marjorie",2023-10-19,jw02459-o019_t009_nircam_f322w2-grismr-subgrism128,97290372,3,INFRARED
JWST,HD-73882,NIRCAM/GRISM,CALJWST,F322W2;GRISMR,NIRCam Grism Time Series,6.812,2459,"Decleir, Marjorie",2024-02-08,jw02459-o005_t003_nircam_f322w2-grismr-subgrism64,114800469,3,INFRARED
JWST,HD-206267,NIRCAM/GRISM,CALJWST,F322W2;GRISMR,NIRCam Grism Time Series,4.087,2459,"Decleir, Marjorie",2023-09-08,jw02459-o013_t007_nircam_f322w2-grismr-subgrism64,91443910,3,INFRARED
JWST,HD-14434,NIRCAM/GRISM,CALJWST,F322W2;GRISMR,NIRCam Grism Time Series,26.934,2459,"Decleir, Marjorie",2023-09-02,jw02459-o001_t001_nircam_f322w2-grismr-subgrism256,90797109,3,INFRARED
JWST,HD-38087,NIRCAM/GRISM,CALJWST,F322W2;GRISMR,NIRCam Grism Time Series,26.934,2459,"Decleir, Marjorie",2023-10-12,jw02459-o003_t002_nircam_f322w2-grismr-subgrism256,97278547,3,INFRARED
JWST,HD-152249,NIRCAM/GRISM,CALJWST,F322W2;GRISMR,NIRCam Grism Time Series,6.812,2459,"Decleir, Marjorie",2023-09-07,jw02459-o009_t005_nircam_f322w2-grismr-subgrism64,91443909,3,INFRARED
JWST,P330E,NIRCAM/GRISM,CALJWST,F356W;GRISMR,NIRCam Grism Time Series,20.279,1550,"Boyer, Martha L.",2023-07-17,jw01550-o029_t005_nircam_f356w-grismr-subgrism128,156034538,3,INFRARED
JWST,P330E,NIRCAM/GRISM,CALJWST,F356W;GRISMR,NIRCam Grism Time Series,53.56,1550,"Boyer, Martha L.",2023-07-17,jw01550-o028_t005_nircam_f356w-grismr-subgrism128,156034501,3,INFRARED
JWST,HD-189733,NIRCAM/GRISM,CALJWST,F444W;GRISMR,NIRCam Grism Time Series,17801.641,1185,"Greene, Thomas P.",2023-09-29,jw01185-o001_t001_nircam_f444w-grismr-subgrism64,95425391,3,INFRARED
JWST,WASP-80,NIRCAM/GRISM,CALJWST,F322W2;GRISMR,NIRCam Grism Time Series,19828.664,1185,"Greene, Thomas P.",2023-10-31,jw01185-o002_t002_nircam_f322w2-grismr-subgrism256,99541918,3,INFRARED
JWST,WASP-80,NIRCAM/GRISM,CALJWST,F322W2;GRISMR,NIRCam Grism Time Series,19828.664,1185,"Greene, Thomas P.",2023-10-29,jw01185-o004_t002_nircam_f322w2-grismr-subgrism256,99442345,3,INFRARED
JWST,WASP-80,NIRCAM/GRISM,CALJWST,F444W;GRISMR,NIRCam Grism Time Series,20652.838,1185,"Greene, Thomas P.",2024-06-14,jw01185-o005_t002_nircam_f444w-grismr-subgrism256,145494342,3,INFRARED
JWST,WASP-69,NIRCAM/GRISM,CALJWST,F322W2;GRISMR,NIRCam Grism Time Series,19125.691,1185,"Greene, Thomas P.",2023-10-26,jw01185-o006_t003_nircam_f322w2-grismr-subgrism256,130010844,3,INFRARED
JWST,WASP-69,NIRCAM/GRISM,CALJWST,F444W;GRISMR,NIRCam Grism Time Series,20294.618,1185,"Greene, Thomas P.",2024-06-12,jw01185-o007_t003_nircam_f444w-grismr-subgrism256,145034045,3,INFRARED
JWST,WASP-107,NIRCAM/GRISM,CALJWST,F322W2;GRISMR,NIRCam Grism Time Series,24377.782,1185,"Greene, Thomas P.",2024-01-15,jw01185-o008_t004_nircam_f322w2-grismr-subgrism256,109509111,3,INFRARED
JWST,WASP-107,NIRCAM/GRISM,CALJWST,F444W;GRISMR,NIRCam Grism Time Series,25250.438,1185,"Greene, Thomas P.",2024-07-05,jw01185-o009_t004_nircam_f444w-grismr-subgrism256,150338825,3,INFRARED
JWST,GJ-436,NIRCAM/GRISM,CALJWST,F322W2;GRISMR,NIRCam Grism Time Series,14745.007,1185,"Greene, Thomas P.",2024-01-17,jw01185-o010_t005_nircam_f322w2-grismr-subgrism64,225983847,3,INFRARED
JWST,GJ-436,NIRCAM/GRISM,CALJWST,F444W;GRISMR,NIRCam Grism Time Series,15657.842,1185,"Greene, Thomas P.",2024-01-12,jw01185-o011_t005_nircam_f444w-grismr-subgrism64,108847548,3,INFRARED
JWST,GJ-436,NIRCAM/GRISM,CALJWST,F444W;GRISMR,NIRCam Grism Time Series,15657.842,1185,"Greene, Thomas P.",2024-01-01,jw01185-o013_t005_nircam_f444w-grismr-subgrism64,107483264,3,INFRARED
JWST,GJ-436,NIRCAM/GRISM,CALJWST,F444W;GRISMR,NIRCam Grism Time Series,15494.349,1185,"Greene, Thomas P.",2024-12-08,jw01185-o015_t005_nircam_f444w-grismr-subgrism64,198447472,3,INFRARED
JWST,GJ-3470,NIRCAM/GRISM,CALJWST,F444W;GRISMR,NIRCam Grism Time Series,19023.343,1185,"Greene, Thomas P.",2023-11-05,jw01185-o017_t008_nircam_f444w-grismr-subgrism256,100097692,3,INFRARED
JWST,WASP-80,NIRCAM/GRISM,CALJWST,F444W;GRISMR,NIRCam Grism Time Series,20652.838,1185,"Greene, Thomas P.",2024-10-06,jw01185-o103_t002_nircam_f444w-grismr-subgrism256,180914837,3,INFRARED
JWST,GJ-3470,NIRCAM/GRISM,CALJWST,F322W2;GRISMR,NIRCam Grism Time Series,18110.287,1185,"Greene, Thomas P.",2023-11-01,jw01185-o016_t008_nircam_f322w2-grismr-subgrism256,99618398,3,INFRARED
JWST,GJ-436,NIRCAM/GRISM,CALJWST,F322W2;GRISMR,NIRCam Grism Time Series,14583.558,1185,"Greene, Thomas P.",2024-12-21,jw01185-o014_t005_nircam_f322w2-grismr-subgrism64,199201133,3,INFRARED
JWST,GJ-436-offset,NIRCAM/GRISM,CALJWST,F322W2;GRISMR,NIRCam Grism Time Series,14583.558,1185,"Greene, Thomas P.",2024-04-29,jw01185-o012_t010_nircam_f322w2-grismr-subgrism64,136181772,3,INFRARED
JWST,HD189733,NIRCAM/GRISM,CALJWST,F322W2;GRISMR,NIRCam Grism Time Series,16011.395,1274,"Lunine, Jonathan I.",2023-08-27,jw01274-o001_t001_nircam_f322w2-grismr-subgrism64,89908276,3,INFRARED
JWST,HD209458,NIRCAM/GRISM,CALJWST,F322W2;GRISMR,NIRCam Grism Time Series,25812.788,1274,"Lunine, Jonathan I.",2023-11-10,jw01274-o002_t002_nircam_f322w2-grismr-subgrism64,100714281,3,INFRARED
JWST,HD209458,NIRCAM/GRISM,CALJWST,F444W;GRISMR,NIRCam Grism Time Series,26627.868,1274,"Lunine, Jonathan I.",2023-11-07,jw01274-o003_t002_nircam_f444w-grismr-subgrism64,100379736,3,INFRARED
JWST,HD149026,NIRCAM/GRISM,CALJWST,F322W2;GRISMR,NIRCam Grism Time Series,27027.404,1274,"Lunine, Jonathan I.",2023-03-10,jw01274-o004_t003_nircam_f322w2-grismr-subgrism64,87680034,3,INFRARED
JWST,HD149026,NIRCAM/GRISM,CALJWST,F444W;GRISMR,NIRCam Grism Time Series,28184.115,1274,"Lunine, Jonathan I.",2023-03-10,jw01274-o005_t003_nircam_f444w-grismr-subgrism64,88562634,3,INFRARED
JWST,WASP-39,NIRCAM/GRISM,CALJWST,F322W2;GRISMR,NIRCam Grism Time Series,29080.424,1366,"Meech, Annabella",2022-07-23,jw01366-o002_t001_nircam_f322w2-grismr-subgrism256,87682152,3,INFRARED
JWST,HAT-P-14,NIRCAM/GRISM,CALJWST,F322W2;GRISMR,NIRCam Grism Time Series,21090.264,1442,"Schlawin, Everett",2022-07-14,jw01442-o001_t001_nircam_f322w2-grismr-subgrism128,87598234,3,INFRARED
JWST,HD-189733,NIRCAM/GRISM,CALJWST,F322W2;GRISMR,NIRCam Grism Time Series,17774.733,1633,"Deming, Drake",2023-08-30,jw01633-o004_t001_nircam_f322w2-grismr-subgrism64,90656322,3,INFRARED
JWST,HD-189733,NIRCAM/GRISM,CALJWST,F444W;GRISMR,NIRCam Grism Time Series,18780.895,1633,"Deming, Drake",2023-08-26,jw01633-o005_t001_nircam_f444w-grismr-subgrism64,89785451,3,INFRARED
JWST,GJ-341,NIRCAM/GRISM,CALJWST,F444W;GRISMR,NIRCam Grism Time Series,15723.062,1981,"Stevenson, Kevin",2023-03-11,jw01981-o031_t003_nircam_f444w-grismr-subgrism128,118405683,3,INFRARED
JWST,-RHO01-CNC,NIRCAM/GRISM,CALJWST,F444W;GRISMR,NIRCam Grism Time Series,13945.255,1952,"Hu, Renyu",2023-11-25,jw01952-o001_t001_nircam_f444w-grismr-subgrism64,101825558,3,INFRARED
JWST,GJ-341,NIRCAM/GRISM,CALJWST,F444W;GRISMR,NIRCam Grism Time Series,15723.062,1981,"Stevenson, Kevin",2023-04-17,jw01981-o033_t003_nircam_f444w-grismr-subgrism128,128142791,3,INFRARED
JWST,GJ-341,NIRCAM/GRISM,CALJWST,F444W;GRISMR,NIRCam Grism Time Series,15723.062,1981,"Stevenson, Kevin",2023-03-03,jw01981-o032_t003_nircam_f444w-grismr-subgrism128,118272743,3,INFRARED
JWST,55CNC,NIRCAM/GRISM,CALJWST,F444W;GRISMR,NIRCam Grism Time Series,10967.642,2084,"Brandeker, Alexis",2023-11-19,jw02084-o001_t001_nircam_f444w-grismr-subgrism64,101295898,3,INFRARED
JWST,55CNC,NIRCAM/GRISM,CALJWST,F444W;GRISMR,NIRCam Grism Time Series,10967.642,2084,"Brandeker, Alexis",2023-11-21,jw02084-o002_t001_nircam_f444w-grismr-subgrism64,101311975,3,INFRARED
JWST,55CNC,NIRCAM/GRISM,CALJWST,F444W;GRISMR,NIRCam Grism Time Series,10967.642,2084,"Brandeker, Alexis",2024-04-25,jw02084-o005_t001_nircam_f444w-grismr-subgrism64,129705140,3,INFRARED
JWST,55CNC,NIRCAM/GRISM,CALJWST,F444W;GRISMR,NIRCam Grism Time Series,10967.642,2084,"Brandeker, Alexis",2023-11-24,jw02084-o003_t001_nircam_f444w-grismr-subgrism64,101763407,3,INFRARED
JWST,AU-MIC,NIRCAM/GRISM,CALJWST,F444W;GRISMR,NIRCam Grism Time Series,26898.653,5311,"Feinstein, Adina",2025-11-23,jw05311-o001_t001_nircam_f444w-grismr-subgrism64,266460446,3,INFRARED
JWST,AU-MIC,NIRCAM/GRISM,CALJWST,F322W2;GRISMR,NIRCam Grism Time Series,23880.167,5311,"Feinstein, Adina",2025-12-09,jw05311-o002_t001_nircam_f322w2-grismr-subgrism64,272823602,3,INFRARED
JWST,AU-MIC,NIRCAM/GRISM,CALJWST,F322W2;GRISMR,NIRCam Grism Time Series,23880.167,5311,"Feinstein, Adina",2025-11-15,jw05311-o003_t001_nircam_f322w2-grismr-subgrism64,266230967,3,INFRARED
JWST,AU-MIC,NIRCAM/GRISM,CALJWST,F444W;GRISMR,NIRCam Grism Time Series,26898.653,5311,"Feinstein, Adina",2025-12-01,jw05311-o004_t001_nircam_f444w-grismr-subgrism64,268580953,3,INFRARED
JWST,HD-207496,NIRCAM/GRISM,CALJWST,F444W;GRISMR,NIRCam Grism Time Series,16764.143,6284,"Coy, Brandon Park",2026-07-05,jw06284-o002_t001_nircam_f444w-grismr-subgrism64,297760105,3,INFRARED
JWST,HD-207496,NIRCAM/GRISM,CALJWST,F322W2;GRISMR,NIRCam Grism Time Series,15786.252,6284,"Coy, Brandon Park",2026-08-25,jw06284-o003_t001_nircam_f322w2-grismr-subgrism64,315846381,3,INFRARED
JWST,ACQ-STAR,NIRISS/SOSS,CALJWST,CLEAR;GR700XD,NIRISS SOSS (Single-Object Slitless Spectroscopy),0.864,2594,"Spake, Jessica",2024-06-14,jw02594002001_02101_00002-seg001_nis,145575747,2,INFRARED
JWST,ACQ-STAR,NIRISS/SOSS,CALJWST,CLEAR;GR700XD,NIRISS SOSS (Single-Object Slitless Spectroscopy),0.864,2594,"Spake, Jessica",2024-06-14,jw02594002001_02101_00001-seg001_nis,145575766,2,INFRARED
JWST,ACQ-STAR,NIRISS/SOSS,CALJWST,CLEAR;GR700XD,NIRISS SOSS (Single-Object Slitless Spectroscopy),0.864,2594,"Spake, Jessica",2024-06-14,jw02594002001_02101_00003-seg001_nis,145575784,2,INFRARED
JWST,P330-E,NIRISS/SOSS,CALJWST,CLEAR;GR700XD,NIRISS SOSS (Single-Object Slitless Spectroscopy),5.494,6606,"Gordon, Karl D.",2025-01-06,jw06606024001_03101_00001-seg001_nis,225987437,2,INFRARED
JWST,P330-E,NIRISS/SOSS,CALJWST,CLEAR;GR700XD,NIRISS SOSS (Single-Object Slitless Spectroscopy),549.4,6606,"Gordon, Karl D.",2024-08-05,jw06606024001_03103_00001-seg001_nis,225987439,2,INFRARED
JWST,P330-E,NIRISS/SOSS,CALJWST,CLEAR;GR700XD,NIRISS SOSS (Single-Object Slitless Spectroscopy),549.4,6606,"Gordon, Karl D.",2025-05-23,jw06606-o042_t001_niriss_clear-gr700xd-substrip256,266382135,3,INFRARED
JWST,BD+60-1753,NIRISS/SOSS,CALJWST,CLEAR;GR700XD,NIRISS SOSS (Single-Object Slitless Spectroscopy),109.88,1539,"Gordon, Karl D.",2023-03-10,jw01539-o042_t001_niriss_clear-gr700xd-substrip256,118366450,3,INFRARED
JWST,BD+60-1753,NIRISS/SOSS,CALJWST,CLEAR;GR700XD,NIRISS SOSS (Single-Object Slitless Spectroscopy),109.88,1539,"Gordon, Karl D.",2023-02-09,jw01539-o037_t001_niriss_clear-gr700xd-substrip256,114804371,3,INFRARED
JWST,P330-E,NIRISS/SOSS,CALJWST,CLEAR;GR700XD,NIRISS SOSS (Single-Object Slitless Spectroscopy),549.4,7615,"Gordon, Karl D.",2025-08-11,jw07615-o021_t001_niriss_clear-gr700xd-substrip256,303219426,3,INFRARED
JWST,P330-E,NIRISS/SOSS,CALJWST,CLEAR;GR700XD,NIRISS SOSS (Single-Object Slitless Spectroscopy),5.494,6606,"Gordon, Karl D.",2025-09-11,jw06606042001_03101_00001-seg001_nis,266381862,2,INFRARED
JWST,P330-E,NIRISS/SOSS,CALJWST,CLEAR;GR700XD,NIRISS SOSS (Single-Object Slitless Spectroscopy),549.4,6606,"Gordon, Karl D.",2025-05-23,jw06606042001_03103_00001-seg001_nis,266381863,2,INFRARED
JWST,P330-E,NIRISS/SOSS,CALJWST,CLEAR;GR700XD,NIRISS SOSS (Single-Object Slitless Spectroscopy),549.4,6606,"Gordon, Karl D.",2024-08-08,jw06606-o024_t001_niriss_clear-gr700xd-substrip256,226985615,3,INFRARED
JWST,BD+60-1753,NIRISS/SOSS,CALJWST,CLEAR;GR700XD,NIRISS SOSS (Single-Object Slitless Spectroscopy),109.88,1539,"Gordon, Karl D.",2023-04-07,jw01539-o047_t001_niriss_clear-gr700xd-substrip256,126571604,3,INFRARED
JWST,BD+60-1753,NIRISS/SOSS,CALJWST,CLEAR;GR700XD,NIRISS SOSS (Single-Object Slitless Spectroscopy),109.88,1539,"Gordon, Karl D.",2022-10-17,jw01539-o027_t001_niriss_clear-gr700xd-substrip256,97288315,3,INFRARED
JWST,BD+60-1753,NIRISS/SOSS,CALJWST,CLEAR;GR700XD,NIRISS SOSS (Single-Object Slitless Spectroscopy),109.88,1539,"Gordon, Karl D.",2023-03-16,jw01539-o167_t001_niriss_clear-gr700xd-substrip256,118447322,3,INFRARED
JWST,BD+60-1753,NIRISS/SOSS,CALJWST,CLEAR;GR700XD,NIRISS SOSS (Single-Object Slitless Spectroscopy),109.88,1539,"Gordon, Karl D.",2022-07-20,jw01539-o002_t001_niriss_clear-gr700xd-substrip256,87635672,3,INFRARED
JWST,BD+60-1753,NIRISS/SOSS,CALJWST,CLEAR;GR700XD,NIRISS SOSS (Single-Object Slitless Spectroscopy),109.88,1539,"Gordon, Karl D.",2023-05-30,jw01539-o057_t001_niriss_clear-gr700xd-substrip256,140287454,3,INFRARED
JWST,BD+60-1753,NIRISS/SOSS,CALJWST,CLEAR;GR700XD,NIRISS SOSS (Single-Object Slitless Spectroscopy),109.88,1539,"Gordon, Karl D.",2023-06-30,jw01539-o062_t001_niriss_clear-gr700xd-substrip256,150336081,3,INFRARED
JWST,BD+60-1753,NIRISS/SOSS,CALJWST,CLEAR;GR700XD,NIRISS SOSS (Single-Object Slitless Spectroscopy),109.88,1539,"Gordon, Karl D.",2023-05-04,jw01539-o052_t001_niriss_clear-gr700xd-substrip256,132431300,3,INFRARED
JWST,BD+60-1753,NIRISS/SOSS,CALJWST,CLEAR;GR700XD,NIRISS SOSS (Single-Object Slitless Spectroscopy),109.88,1539,"Gordon, Karl D.",2022-08-31,jw01539-o077_t001_niriss_clear-gr700xd-substrip256,90645069,3,INFRARED
JWST,CD-38-2551,NIRISS/SOSS,CALJWST,CLEAR;GR700XD,NIRISS SOSS (Single-Object Slitless Spectroscopy),429.471,2113,"Espinoza, Nestor",2024-09-28,jw02113001001_02101_00001-seg001_nis,178895197,2,INFRARED
