set,file_name,product_type,product_subgroup,calib_level,size_bytes,data_uri,parent_obsid
JWST,jw05311004001_03104_00001-seg030_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,214966080,mast:JWST/product/jw05311004001_03104_00001-seg030_nrcalong_x1dints.fits,268580953
JWST,jw05311004001_03104_00001-seg025_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,214966080,mast:JWST/product/jw05311004001_03104_00001-seg025_nrcalong_x1dints.fits,268580953
JWST,jw05311004001_03104_00001-seg015_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,214966080,mast:JWST/product/jw05311004001_03104_00001-seg015_nrcalong_x1dints.fits,268580953
JWST,jw05311004001_03104_00001-seg019_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,214966080,mast:JWST/product/jw05311004001_03104_00001-seg019_nrcalong_x1dints.fits,268580953
JWST,jw05311004001_03104_00001-seg004_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,214966080,mast:JWST/product/jw05311004001_03104_00001-seg004_nrcalong_x1dints.fits,268580953
JWST,jw05311004001_03104_00001-seg028_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,214966080,mast:JWST/product/jw05311004001_03104_00001-seg028_nrcalong_x1dints.fits,268580953
JWST,jw05311004001_03104_00001-seg014_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,214966080,mast:JWST/product/jw05311004001_03104_00001-seg014_nrcalong_x1dints.fits,268580953
JWST,jw05311004001_03104_00001-seg020_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,214966080,mast:JWST/product/jw05311004001_03104_00001-seg020_nrcalong_x1dints.fits,268580953
JWST,jw05311004001_03104_00001-seg005_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,214966080,mast:JWST/product/jw05311004001_03104_00001-seg005_nrcalong_x1dints.fits,268580953
JWST,jw05311004001_03104_00001-seg007_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,214966080,mast:JWST/product/jw05311004001_03104_00001-seg007_nrcalong_x1dints.fits,268580953
JWST,jw05311004001_03104_00001-seg026_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,214966080,mast:JWST/product/jw05311004001_03104_00001-seg026_nrcalong_x1dints.fits,268580953
JWST,jw05311004001_03104_00001-seg010_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,214966080,mast:JWST/product/jw05311004001_03104_00001-seg010_nrcalong_x1dints.fits,268580953
JWST,jw05311004001_03104_00001-seg029_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,214966080,mast:JWST/product/jw05311004001_03104_00001-seg029_nrcalong_x1dints.fits,268580953
JWST,jw05311004001_03104_00001-seg027_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,214966080,mast:JWST/product/jw05311004001_03104_00001-seg027_nrcalong_x1dints.fits,268580953
JWST,jw05311004001_03104_00001-seg008_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,214966080,mast:JWST/product/jw05311004001_03104_00001-seg008_nrcalong_x1dints.fits,268580953
JWST,jw05311004001_03104_00001-seg011_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,214966080,mast:JWST/product/jw05311004001_03104_00001-seg011_nrcalong_x1dints.fits,268580953
JWST,jw05311004001_03104_00001-seg009_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,214966080,mast:JWST/product/jw05311004001_03104_00001-seg009_nrcalong_x1dints.fits,268580953
JWST,jw05311004001_03104_00001-seg003_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,214966080,mast:JWST/product/jw05311004001_03104_00001-seg003_nrcalong_x1dints.fits,268580953
JWST,jw05311004001_03104_00001-seg018_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,214966080,mast:JWST/product/jw05311004001_03104_00001-seg018_nrcalong_x1dints.fits,268580953
JWST,jw05311004001_03104_00001-seg021_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,214966080,mast:JWST/product/jw05311004001_03104_00001-seg021_nrcalong_x1dints.fits,268580953
JWST,jw05311004001_03104_00001-seg016_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,214966080,mast:JWST/product/jw05311004001_03104_00001-seg016_nrcalong_x1dints.fits,268580953
JWST,jw05311004001_03104_00001-seg012_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,214966080,mast:JWST/product/jw05311004001_03104_00001-seg012_nrcalong_x1dints.fits,268580953
JWST,jw05311004001_03104_00001-seg002_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,214966080,mast:JWST/product/jw05311004001_03104_00001-seg002_nrcalong_x1dints.fits,268580953
JWST,jw05311004001_03104_00001-seg032_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,214966080,mast:JWST/product/jw05311004001_03104_00001-seg032_nrcalong_x1dints.fits,268580953
JWST,jw05311004001_03104_00001-seg035_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,214966080,mast:JWST/product/jw05311004001_03104_00001-seg035_nrcalong_x1dints.fits,268580953
JWST,jw05311004001_03104_00001-seg034_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,214966080,mast:JWST/product/jw05311004001_03104_00001-seg034_nrcalong_x1dints.fits,268580953
JWST,jw05311004001_03104_00001-seg031_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,214966080,mast:JWST/product/jw05311004001_03104_00001-seg031_nrcalong_x1dints.fits,268580953
JWST,jw05311004001_03104_00001-seg033_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,214966080,mast:JWST/product/jw05311004001_03104_00001-seg033_nrcalong_x1dints.fits,268580953
JWST,jw05311-o004_t001_nircam_f444w-grismr-subgrism64_whtlt.ecsv,SCIENCE,WHTLT,3,1436663,mast:JWST/product/jw05311-o004_t001_nircam_f444w-grismr-subgrism64_whtlt.ecsv,268580953
JWST,jw05311-o004_t001_nircam_f444w-grismr-subgrism64_x1dints.fits,SCIENCE,X1DINTS,3,7522920000,mast:JWST/product/jw05311-o004_t001_nircam_f444w-grismr-subgrism64_x1dints.fits,268580953
JWST,jw05311002001_03104_00001-seg038_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,210110400,mast:JWST/product/jw05311002001_03104_00001-seg038_nrcalong_x1dints.fits,272823602
JWST,jw05311002001_03104_00001-seg034_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,214395840,mast:JWST/product/jw05311002001_03104_00001-seg034_nrcalong_x1dints.fits,272823602
JWST,jw05311002001_03104_00001-seg042_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,210110400,mast:JWST/product/jw05311002001_03104_00001-seg042_nrcalong_x1dints.fits,272823602
JWST,jw05311002001_03104_00001-seg047_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,210110400,mast:JWST/product/jw05311002001_03104_00001-seg047_nrcalong_x1dints.fits,272823602
JWST,jw05311002001_03104_00001-seg043_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,210110400,mast:JWST/product/jw05311002001_03104_00001-seg043_nrcalong_x1dints.fits,272823602
JWST,jw05311002001_03104_00001-seg035_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,210110400,mast:JWST/product/jw05311002001_03104_00001-seg035_nrcalong_x1dints.fits,272823602
JWST,jw05311002001_03104_00001-seg040_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,210110400,mast:JWST/product/jw05311002001_03104_00001-seg040_nrcalong_x1dints.fits,272823602
JWST,jw05311002001_03104_00001-seg037_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,210110400,mast:JWST/product/jw05311002001_03104_00001-seg037_nrcalong_x1dints.fits,272823602
JWST,jw05311002001_03104_00001-seg044_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,210110400,mast:JWST/product/jw05311002001_03104_00001-seg044_nrcalong_x1dints.fits,272823602
JWST,jw05311002001_03104_00001-seg041_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,210110400,mast:JWST/product/jw05311002001_03104_00001-seg041_nrcalong_x1dints.fits,272823602
JWST,jw05311002001_03104_00001-seg046_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,210110400,mast:JWST/product/jw05311002001_03104_00001-seg046_nrcalong_x1dints.fits,272823602
JWST,jw05311002001_03104_00001-seg039_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,210110400,mast:JWST/product/jw05311002001_03104_00001-seg039_nrcalong_x1dints.fits,272823602
JWST,jw05311002001_03104_00001-seg036_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,210110400,mast:JWST/product/jw05311002001_03104_00001-seg036_nrcalong_x1dints.fits,272823602
JWST,jw05311002001_03104_00001-seg045_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,210110400,mast:JWST/product/jw05311002001_03104_00001-seg045_nrcalong_x1dints.fits,272823602
JWST,jw05311002001_03104_00001-seg019_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,214395840,mast:JWST/product/jw05311002001_03104_00001-seg019_nrcalong_x1dints.fits,272823602
JWST,jw05311002001_03104_00001-seg033_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,214395840,mast:JWST/product/jw05311002001_03104_00001-seg033_nrcalong_x1dints.fits,272823602
JWST,jw05311002001_03104_00001-seg001_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,214395840,mast:JWST/product/jw05311002001_03104_00001-seg001_nrcalong_x1dints.fits,272823602
JWST,jw05311002001_03104_00001-seg026_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,214395840,mast:JWST/product/jw05311002001_03104_00001-seg026_nrcalong_x1dints.fits,272823602
JWST,jw05311002001_03104_00001-seg032_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,214395840,mast:JWST/product/jw05311002001_03104_00001-seg032_nrcalong_x1dints.fits,272823602
JWST,jw05311002001_03104_00001-seg020_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,214395840,mast:JWST/product/jw05311002001_03104_00001-seg020_nrcalong_x1dints.fits,272823602
JWST,jw05311002001_03104_00001-seg011_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,214395840,mast:JWST/product/jw05311002001_03104_00001-seg011_nrcalong_x1dints.fits,272823602
JWST,jw05311002001_03104_00001-seg003_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,214395840,mast:JWST/product/jw05311002001_03104_00001-seg003_nrcalong_x1dints.fits,272823602
JWST,jw05311002001_03104_00001-seg029_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,214395840,mast:JWST/product/jw05311002001_03104_00001-seg029_nrcalong_x1dints.fits,272823602
JWST,jw05311002001_03104_00001-seg005_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,214395840,mast:JWST/product/jw05311002001_03104_00001-seg005_nrcalong_x1dints.fits,272823602
JWST,jw05311002001_03104_00001-seg007_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,214395840,mast:JWST/product/jw05311002001_03104_00001-seg007_nrcalong_x1dints.fits,272823602
JWST,jw05311002001_03104_00001-seg022_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,214395840,mast:JWST/product/jw05311002001_03104_00001-seg022_nrcalong_x1dints.fits,272823602
JWST,jw05311002001_03104_00001-seg025_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,214395840,mast:JWST/product/jw05311002001_03104_00001-seg025_nrcalong_x1dints.fits,272823602
JWST,jw05311002001_03104_00001-seg009_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,214395840,mast:JWST/product/jw05311002001_03104_00001-seg009_nrcalong_x1dints.fits,272823602
JWST,jw05311002001_03104_00001-seg006_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,214395840,mast:JWST/product/jw05311002001_03104_00001-seg006_nrcalong_x1dints.fits,272823602
JWST,jw05311002001_03104_00001-seg023_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,214395840,mast:JWST/product/jw05311002001_03104_00001-seg023_nrcalong_x1dints.fits,272823602
JWST,jw05311002001_03104_00001-seg002_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,214395840,mast:JWST/product/jw05311002001_03104_00001-seg002_nrcalong_x1dints.fits,272823602
JWST,jw05311002001_03104_00001-seg008_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,214395840,mast:JWST/product/jw05311002001_03104_00001-seg008_nrcalong_x1dints.fits,272823602
JWST,jw05311002001_03104_00001-seg024_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,214395840,mast:JWST/product/jw05311002001_03104_00001-seg024_nrcalong_x1dints.fits,272823602
JWST,jw05311002001_03104_00001-seg030_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,214395840,mast:JWST/product/jw05311002001_03104_00001-seg030_nrcalong_x1dints.fits,272823602
JWST,jw05311002001_03104_00001-seg012_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,214395840,mast:JWST/product/jw05311002001_03104_00001-seg012_nrcalong_x1dints.fits,272823602
JWST,jw05311002001_03104_00001-seg014_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,214395840,mast:JWST/product/jw05311002001_03104_00001-seg014_nrcalong_x1dints.fits,272823602
JWST,jw05311002001_03104_00001-seg004_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,214395840,mast:JWST/product/jw05311002001_03104_00001-seg004_nrcalong_x1dints.fits,272823602
JWST,jw05311002001_03104_00001-seg031_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,214395840,mast:JWST/product/jw05311002001_03104_00001-seg031_nrcalong_x1dints.fits,272823602
JWST,jw05311002001_03104_00001-seg021_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,214395840,mast:JWST/product/jw05311002001_03104_00001-seg021_nrcalong_x1dints.fits,272823602
JWST,jw05311002001_03104_00001-seg017_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,214395840,mast:JWST/product/jw05311002001_03104_00001-seg017_nrcalong_x1dints.fits,272823602
JWST,jw05311002001_03104_00001-seg028_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,214395840,mast:JWST/product/jw05311002001_03104_00001-seg028_nrcalong_x1dints.fits,272823602
JWST,jw05311002001_03104_00001-seg015_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,214395840,mast:JWST/product/jw05311002001_03104_00001-seg015_nrcalong_x1dints.fits,272823602
JWST,jw05311002001_03104_00001-seg013_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,214395840,mast:JWST/product/jw05311002001_03104_00001-seg013_nrcalong_x1dints.fits,272823602
JWST,jw05311002001_03104_00001-seg018_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,214395840,mast:JWST/product/jw05311002001_03104_00001-seg018_nrcalong_x1dints.fits,272823602
JWST,jw05311002001_03104_00001-seg016_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,214395840,mast:JWST/product/jw05311002001_03104_00001-seg016_nrcalong_x1dints.fits,272823602
JWST,jw05311002001_03104_00001-seg010_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,214395840,mast:JWST/product/jw05311002001_03104_00001-seg010_nrcalong_x1dints.fits,272823602
JWST,jw05311002001_03104_00001-seg027_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,214395840,mast:JWST/product/jw05311002001_03104_00001-seg027_nrcalong_x1dints.fits,272823602
JWST,jw05311-o002_t001_nircam_f322w2-grismr-subgrism64_whtlt.ecsv,SCIENCE,WHTLT,3,1930137,mast:JWST/product/jw05311-o002_t001_nircam_f322w2-grismr-subgrism64_whtlt.ecsv,272823602
JWST,jw05311-o002_t001_nircam_f322w2-grismr-subgrism64_x1dints.fits,SCIENCE,X1DINTS,3,10018114560,mast:JWST/product/jw05311-o002_t001_nircam_f322w2-grismr-subgrism64_x1dints.fits,272823602
JWST,jw06284002001_03104_00001-seg002_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,216967680,mast:JWST/product/jw06284002001_03104_00001-seg002_nrcalong_x1dints.fits,297760105
JWST,jw06284002001_03104_00001-seg003_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,216109440,mast:JWST/product/jw06284002001_03104_00001-seg003_nrcalong_x1dints.fits,297760105
JWST,jw06284002001_03104_00001-seg005_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,216109440,mast:JWST/product/jw06284002001_03104_00001-seg005_nrcalong_x1dints.fits,297760105
JWST,jw06284002001_03104_00001-seg001_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,216967680,mast:JWST/product/jw06284002001_03104_00001-seg001_nrcalong_x1dints.fits,297760105
JWST,jw06284002001_03104_00001-seg004_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,216109440,mast:JWST/product/jw06284002001_03104_00001-seg004_nrcalong_x1dints.fits,297760105
JWST,jw06284-o002_t001_nircam_f444w-grismr-subgrism64_whtlt.ecsv,SCIENCE,WHTLT,3,209250,mast:JWST/product/jw06284-o002_t001_nircam_f444w-grismr-subgrism64_whtlt.ecsv,297760105
JWST,jw06284-o002_t001_nircam_f444w-grismr-subgrism64_x1dints.fits,SCIENCE,X1DINTS,3,1082047680,mast:JWST/product/jw06284-o002_t001_nircam_f444w-grismr-subgrism64_x1dints.fits,297760105
JWST,jw07615009001_03103_00001-seg001_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,970560,mast:JWST/product/jw07615009001_03103_00001-seg001_nrcalong_x1dints.fits,298070529
JWST,jw07615-o009_t001_nircam_f322w2-grismr-subgrism256_whtlt.ecsv,SCIENCE,WHTLT,3,573,mast:JWST/product/jw07615-o009_t001_nircam_f322w2-grismr-subgrism256_whtlt.ecsv,298070529
JWST,jw07615-o009_t001_nircam_f322w2-grismr-subgrism256_x1dints.fits,SCIENCE,X1DINTS,3,993600,mast:JWST/product/jw07615-o009_t001_nircam_f322w2-grismr-subgrism256_x1dints.fits,298070529
JWST,jw07615008001_03103_00001-seg001_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,970560,mast:JWST/product/jw07615008001_03103_00001-seg001_nrcalong_x1dints.fits,311276113
JWST,jw07615-o008_t001_nircam_f444w-grismr-subgrism256_whtlt.ecsv,SCIENCE,WHTLT,3,571,mast:JWST/product/jw07615-o008_t001_nircam_f444w-grismr-subgrism256_whtlt.ecsv,311276113
JWST,jw07615-o008_t001_nircam_f444w-grismr-subgrism256_x1dints.fits,SCIENCE,X1DINTS,3,993600,mast:JWST/product/jw07615-o008_t001_nircam_f444w-grismr-subgrism256_x1dints.fits,311276113
JWST,jw06284003001_03104_00001-seg001_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,210968640,mast:JWST/product/jw06284003001_03104_00001-seg001_nrcalong_x1dints.fits,315846381
JWST,jw06284003001_03104_00001-seg009_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,210110400,mast:JWST/product/jw06284003001_03104_00001-seg009_nrcalong_x1dints.fits,315846381
JWST,jw06284003001_03104_00001-seg008_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,210110400,mast:JWST/product/jw06284003001_03104_00001-seg008_nrcalong_x1dints.fits,315846381
JWST,jw06284003001_03104_00001-seg006_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,210110400,mast:JWST/product/jw06284003001_03104_00001-seg006_nrcalong_x1dints.fits,315846381
JWST,jw06284003001_03104_00001-seg005_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,210110400,mast:JWST/product/jw06284003001_03104_00001-seg005_nrcalong_x1dints.fits,315846381
JWST,jw06284003001_03104_00001-seg003_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,210110400,mast:JWST/product/jw06284003001_03104_00001-seg003_nrcalong_x1dints.fits,315846381
JWST,jw06284003001_03104_00001-seg002_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,210968640,mast:JWST/product/jw06284003001_03104_00001-seg002_nrcalong_x1dints.fits,315846381
JWST,jw06284003001_03104_00001-seg007_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,210110400,mast:JWST/product/jw06284003001_03104_00001-seg007_nrcalong_x1dints.fits,315846381
JWST,jw06284003001_03104_00001-seg004_nrcalong_x1dints.fits,SCIENCE,X1DINTS,2,210110400,mast:JWST/product/jw06284003001_03104_00001-seg004_nrcalong_x1dints.fits,315846381
JWST,jw06284-o003_t001_nircam_f322w2-grismr-subgrism64_whtlt.ecsv,SCIENCE,WHTLT,3,361618,mast:JWST/product/jw06284-o003_t001_nircam_f322w2-grismr-subgrism64_whtlt.ecsv,315846381
JWST,jw06284-o003_t001_nircam_f322w2-grismr-subgrism64_x1dints.fits,SCIENCE,X1DINTS,3,1892240640,mast:JWST/product/jw06284-o003_t001_nircam_f322w2-grismr-subgrism64_x1dints.fits,315846381
JWST,jw01091002001_03101_00001-seg001_nis_x1dints.fits,SCIENCE,X1DINTS,2,123880320,mast:JWST/product/jw01091002001_03101_00001-seg001_nis_x1dints.fits,118370229
JWST,jw01091002001_03101_00001-seg004_nis_x1dints.fits,SCIENCE,X1DINTS,2,122469120,mast:JWST/product/jw01091002001_03101_00001-seg004_nis_x1dints.fits,118370229
JWST,jw01091002001_03101_00001-seg005_nis_x1dints.fits,SCIENCE,X1DINTS,2,122469120,mast:JWST/product/jw01091002001_03101_00001-seg005_nis_x1dints.fits,118370229
JWST,jw01091002001_03101_00001-seg003_nis_x1dints.fits,SCIENCE,X1DINTS,2,123874560,mast:JWST/product/jw01091002001_03101_00001-seg003_nis_x1dints.fits,118370229
JWST,jw01091002001_03101_00001-seg002_nis_x1dints.fits,SCIENCE,X1DINTS,2,123874560,mast:JWST/product/jw01091002001_03101_00001-seg002_nis_x1dints.fits,118370229
JWST,jw01538066001_03101_00001-seg001_nis_x1dints.fits,SCIENCE,X1DINTS,2,7133760,mast:JWST/product/jw01538066001_03101_00001-seg001_nis_x1dints.fits,118447271
JWST,jw01536075001_03101_00001-seg001_nis_x1dints.fits,SCIENCE,X1DINTS,2,4322880,mast:JWST/product/jw01536075001_03101_00001-seg001_nis_x1dints.fits,87623400
JWST,jw01536073001_03101_00001-seg001_nis_x1dints.fits,SCIENCE,X1DINTS,2,5025600,mast:JWST/product/jw01536073001_03101_00001-seg001_nis_x1dints.fits,213021409
JWST,jw01536071001_03101_00001-seg001_nis_x1dints.fits,SCIENCE,X1DINTS,2,17683200,mast:JWST/product/jw01536071001_03101_00001-seg001_nis_x1dints.fits,87623415
JWST,jw01536-o075_t007_niriss_clear-gr700xd-substrip256_whtlt.ecsv,SCIENCE,WHTLT,3,1129,mast:JWST/product/jw01536-o075_t007_niriss_clear-gr700xd-substrip256_whtlt.ecsv,87623400
JWST,jw01536-o075_t007_niriss_clear-gr700xd-substrip256_x1dints.fits,SCIENCE,X1DINTS,3,4340160,mast:JWST/product/jw01536-o075_t007_niriss_clear-gr700xd-substrip256_x1dints.fits,87623400
JWST,jw01536-o071_t013_niriss_clear-gr700xd-substrip256_whtlt.ecsv,SCIENCE,WHTLT,3,2870,mast:JWST/product/jw01536-o071_t013_niriss_clear-gr700xd-substrip256_whtlt.ecsv,87623415
JWST,jw01536-o071_t013_niriss_clear-gr700xd-substrip256_x1dints.fits,SCIENCE,X1DINTS,3,17700480,mast:JWST/product/jw01536-o071_t013_niriss_clear-gr700xd-substrip256_x1dints.fits,87623415
JWST,jw01539002001_03101_00001-seg001_nis_x1dints.fits,SCIENCE,X1DINTS,2,2914560,mast:JWST/product/jw01539002001_03101_00001-seg001_nis_x1dints.fits,87635672
JWST,jw01539-o002_t001_niriss_clear-gr700xd-substrip256_whtlt.ecsv,SCIENCE,WHTLT,3,945,mast:JWST/product/jw01539-o002_t001_niriss_clear-gr700xd-substrip256_whtlt.ecsv,87635672
JWST,jw01539-o002_t001_niriss_clear-gr700xd-substrip256_x1dints.fits,SCIENCE,X1DINTS,3,2931840,mast:JWST/product/jw01539-o002_t001_niriss_clear-gr700xd-substrip256_x1dints.fits,87635672
JWST,jw01536072001_03101_00001-seg001_nis_x1dints.fits,SCIENCE,X1DINTS,2,11355840,mast:JWST/product/jw01536072001_03101_00001-seg001_nis_x1dints.fits,213021410
JWST,jw01538067001_03101_00001-seg001_nis_x1dints.fits,SCIENCE,X1DINTS,2,1704960,mast:JWST/product/jw01538067001_03101_00001-seg001_nis_x1dints.fits,118447272
JWST,jw01539077001_03101_00001-seg001_nis_x1dints.fits,SCIENCE,X1DINTS,2,2914560,mast:JWST/product/jw01539077001_03101_00001-seg001_nis_x1dints.fits,90645069
JWST,jw01539-o077_t001_niriss_clear-gr700xd-substrip256_whtlt.ecsv,SCIENCE,WHTLT,3,944,mast:JWST/product/jw01539-o077_t001_niriss_clear-gr700xd-substrip256_whtlt.ecsv,90645069
JWST,jw01539-o077_t001_niriss_clear-gr700xd-substrip256_x1dints.fits,SCIENCE,X1DINTS,3,2931840,mast:JWST/product/jw01539-o077_t001_niriss_clear-gr700xd-substrip256_x1dints.fits,90645069
JWST,jw01539027001_03101_00001-seg001_nis_x1dints.fits,SCIENCE,X1DINTS,2,2914560,mast:JWST/product/jw01539027001_03101_00001-seg001_nis_x1dints.fits,97288315
JWST,jw01539-o027_t001_niriss_clear-gr700xd-substrip256_whtlt.ecsv,SCIENCE,WHTLT,3,951,mast:JWST/product/jw01539-o027_t001_niriss_clear-gr700xd-substrip256_whtlt.ecsv,97288315
JWST,jw01539-o027_t001_niriss_clear-gr700xd-substrip256_x1dints.fits,SCIENCE,X1DINTS,3,2931840,mast:JWST/product/jw01539-o027_t001_niriss_clear-gr700xd-substrip256_x1dints.fits,97288315
JWST,jw01201101001_04101_00001-seg001_nis_x1dints.fits,SCIENCE,X1DINTS,2,43007040,mast:JWST/product/jw01201101001_04101_00001-seg001_nis_x1dints.fits,118319897
JWST,jw01201101001_04101_00001-seg002_nis_x1dints.fits,SCIENCE,X1DINTS,2,42301440,mast:JWST/product/jw01201101001_04101_00001-seg002_nis_x1dints.fits,118319897
JWST,jw01539167001_03101_00001-seg001_nis_x1dints.fits,SCIENCE,X1DINTS,2,2914560,mast:JWST/product/jw01539167001_03101_00001-seg001_nis_x1dints.fits,118447322
JWST,jw01201-o101_t012_niriss_clear-gr700xd-substrip256_whtlt.ecsv,SCIENCE,WHTLT,3,11649,mast:JWST/product/jw01201-o101_t012_niriss_clear-gr700xd-substrip256_whtlt.ecsv,118319897
JWST,jw01201-o101_t012_niriss_clear-gr700xd-substrip256_x1dints.fits,SCIENCE,X1DINTS,3,84781440,mast:JWST/product/jw01201-o101_t012_niriss_clear-gr700xd-substrip256_x1dints.fits,118319897
JWST,jw01091-o002_t001_niriss_clear-gr700xd-substrip256_whtlt.ecsv,SCIENCE,WHTLT,3,81233,mast:JWST/product/jw01091-o002_t001_niriss_clear-gr700xd-substrip256_whtlt.ecsv,118370229
JWST,jw01091-o002_t001_niriss_clear-gr700xd-substrip256_x1dints.fits,SCIENCE,X1DINTS,3,610781760,mast:JWST/product/jw01091-o002_t001_niriss_clear-gr700xd-substrip256_x1dints.fits,118370229
JWST,jw01538-o066_t002_niriss_clear-gr700xd-substrip256_whtlt.ecsv,SCIENCE,WHTLT,3,1493,mast:JWST/product/jw01538-o066_t002_niriss_clear-gr700xd-substrip256_whtlt.ecsv,118447271
JWST,jw01538-o066_t002_niriss_clear-gr700xd-substrip256_x1dints.fits,SCIENCE,X1DINTS,3,7151040,mast:JWST/product/jw01538-o066_t002_niriss_clear-gr700xd-substrip256_x1dints.fits,118447271
JWST,jw01538-o067_t013_niriss_clear-gr700xd-substrip96_whtlt.ecsv,SCIENCE,WHTLT,3,573,mast:JWST/product/jw01538-o067_t013_niriss_clear-gr700xd-substrip96_whtlt.ecsv,118447272
JWST,jw01538-o067_t013_niriss_clear-gr700xd-substrip96_x1dints.fits,SCIENCE,X1DINTS,3,1722240,mast:JWST/product/jw01538-o067_t013_niriss_clear-gr700xd-substrip96_x1dints.fits,118447272
