set,file_name,product_type,product_subgroup,calib_level,size_bytes,data_uri,parent_obsid
JWST,jw07073003001_03101_00001-seg003_nrs2_x1dints.fits,SCIENCE,X1DINTS,2,407128320,mast:JWST/product/jw07073003001_03101_00001-seg003_nrs2_x1dints.fits,371301599
JWST,jw07073003001_03101_00001-seg001_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,260824320,mast:JWST/product/jw07073003001_03101_00001-seg001_nrs1_x1dints.fits,371301599
JWST,jw07073003001_03101_00001-seg001_nrs2_x1dints.fits,SCIENCE,X1DINTS,2,419463360,mast:JWST/product/jw07073003001_03101_00001-seg001_nrs2_x1dints.fits,371301599
JWST,jw07073-o003_t001_nirspec_f290lp-g395h-s1600a1-sub2048_whtlt.ecsv,SCIENCE,WHTLT,3,480544,mast:JWST/product/jw07073-o003_t001_nirspec_f290lp-g395h-s1600a1-sub2048_whtlt.ecsv,371301599
JWST,jw07073-o003_t001_nirspec_f290lp-g395h-s1600a1-sub2048_x1dints.fits,SCIENCE,X1DINTS,3,2020340160,mast:JWST/product/jw07073-o003_t001_nirspec_f290lp-g395h-s1600a1-sub2048_x1dints.fits,371301599
JWST,jw08004004001_03101_00001-seg005_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,230328000,mast:JWST/product/jw08004004001_03101_00001-seg005_nrs1_x1dints.fits,376915403
JWST,jw08004004001_03101_00001-seg003_nrs2_x1dints.fits,SCIENCE,X1DINTS,2,370702080,mast:JWST/product/jw08004004001_03101_00001-seg003_nrs2_x1dints.fits,376915403
JWST,jw08004004001_03101_00001-seg005_nrs2_x1dints.fits,SCIENCE,X1DINTS,2,370702080,mast:JWST/product/jw08004004001_03101_00001-seg005_nrs2_x1dints.fits,376915403
JWST,jw08004004001_03101_00001-seg004_nrs2_x1dints.fits,SCIENCE,X1DINTS,2,370702080,mast:JWST/product/jw08004004001_03101_00001-seg004_nrs2_x1dints.fits,376915403
JWST,jw08004004001_03101_00001-seg001_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,233357760,mast:JWST/product/jw08004004001_03101_00001-seg001_nrs1_x1dints.fits,376915403
JWST,jw08004004001_03101_00001-seg003_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,230328000,mast:JWST/product/jw08004004001_03101_00001-seg003_nrs1_x1dints.fits,376915403
JWST,jw08004004001_03101_00001-seg001_nrs2_x1dints.fits,SCIENCE,X1DINTS,2,375577920,mast:JWST/product/jw08004004001_03101_00001-seg001_nrs2_x1dints.fits,376915403
JWST,jw08004004001_03101_00001-seg002_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,233357760,mast:JWST/product/jw08004004001_03101_00001-seg002_nrs1_x1dints.fits,376915403
JWST,jw08004004001_03101_00001-seg002_nrs2_x1dints.fits,SCIENCE,X1DINTS,2,375577920,mast:JWST/product/jw08004004001_03101_00001-seg002_nrs2_x1dints.fits,376915403
JWST,jw08004004001_03101_00001-seg004_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,230328000,mast:JWST/product/jw08004004001_03101_00001-seg004_nrs1_x1dints.fits,376915403
JWST,jw08004-o004_t002_nirspec_f290lp-g395h-s1600a1-sub2048_whtlt.ecsv,SCIENCE,WHTLT,3,715680,mast:JWST/product/jw08004-o004_t002_nirspec_f290lp-g395h-s1600a1-sub2048_whtlt.ecsv,376915403
JWST,jw08004-o004_t002_nirspec_f290lp-g395h-s1600a1-sub2048_x1dints.fits,SCIENCE,X1DINTS,3,3020071680,mast:JWST/product/jw08004-o004_t002_nirspec_f290lp-g395h-s1600a1-sub2048_x1dints.fits,376915403
JWST,jw07073060001_04101_00001-seg001_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,313600320,mast:JWST/product/jw07073060001_04101_00001-seg001_nrs1_x1dints.fits,377015780
JWST,jw07073060001_04101_00001-seg002_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,313600320,mast:JWST/product/jw07073060001_04101_00001-seg002_nrs1_x1dints.fits,377015780
JWST,jw07073-o060_t004_nirspec_clear-prism-s1600a1-sub512_whtlt.ecsv,SCIENCE,WHTLT,3,563390,mast:JWST/product/jw07073-o060_t004_nirspec_clear-prism-s1600a1-sub512_whtlt.ecsv,377015780
JWST,jw07073-o060_t004_nirspec_clear-prism-s1600a1-sub512_x1dints.fits,SCIENCE,X1DINTS,3,627148800,mast:JWST/product/jw07073-o060_t004_nirspec_clear-prism-s1600a1-sub512_x1dints.fits,377015780
JWST,jw07073061001_04101_00001-seg001_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,312877440,mast:JWST/product/jw07073061001_04101_00001-seg001_nrs1_x1dints.fits,377166950
JWST,jw07073061001_04101_00001-seg002_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,312877440,mast:JWST/product/jw07073061001_04101_00001-seg002_nrs1_x1dints.fits,377166950
JWST,jw07073-o061_t004_nirspec_clear-prism-s1600a1-sub512_whtlt.ecsv,SCIENCE,WHTLT,3,563245,mast:JWST/product/jw07073-o061_t004_nirspec_clear-prism-s1600a1-sub512_whtlt.ecsv,377166950
JWST,jw07073-o061_t004_nirspec_clear-prism-s1600a1-sub512_x1dints.fits,SCIENCE,X1DINTS,3,625703040,mast:JWST/product/jw07073-o061_t004_nirspec_clear-prism-s1600a1-sub512_x1dints.fits,377166950
JWST,jw08004-o002_t001_nirspec_f290lp-g395h-s1600a1-sub2048_whtlt.ecsv,SCIENCE,WHTLT,3,891152,mast:JWST/product/jw08004-o002_t001_nirspec_f290lp-g395h-s1600a1-sub2048_whtlt.ecsv,377856243
JWST,jw08004-o002_t001_nirspec_f290lp-g395h-s1600a1-sub2048_x1dints.fits,SCIENCE,X1DINTS,3,3778064640,mast:JWST/product/jw08004-o002_t001_nirspec_f290lp-g395h-s1600a1-sub2048_x1dints.fits,377856243
JWST,jw08004002001_04102_00001-seg002_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,241732800,mast:JWST/product/jw08004002001_04102_00001-seg002_nrs1_x1dints.fits,377856243
JWST,jw08004002001_04102_00001-seg004_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,241732800,mast:JWST/product/jw08004002001_04102_00001-seg004_nrs1_x1dints.fits,377856243
JWST,jw08004002001_04102_00001-seg006_nrs2_x1dints.fits,SCIENCE,X1DINTS,2,385617600,mast:JWST/product/jw08004002001_04102_00001-seg006_nrs2_x1dints.fits,377856243
JWST,jw08004002001_04102_00001-seg001_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,241732800,mast:JWST/product/jw08004002001_04102_00001-seg001_nrs1_x1dints.fits,377856243
JWST,jw08004002001_04102_00001-seg003_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,241732800,mast:JWST/product/jw08004002001_04102_00001-seg003_nrs1_x1dints.fits,377856243
JWST,jw08004002001_04102_00001-seg005_nrs2_x1dints.fits,SCIENCE,X1DINTS,2,389059200,mast:JWST/product/jw08004002001_04102_00001-seg005_nrs2_x1dints.fits,377856243
JWST,jw08004002001_04102_00001-seg004_nrs2_x1dints.fits,SCIENCE,X1DINTS,2,389059200,mast:JWST/product/jw08004002001_04102_00001-seg004_nrs2_x1dints.fits,377856243
JWST,jw08004002001_04102_00001-seg001_nrs2_x1dints.fits,SCIENCE,X1DINTS,2,389059200,mast:JWST/product/jw08004002001_04102_00001-seg001_nrs2_x1dints.fits,377856243
JWST,jw08004002001_04102_00001-seg006_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,239592960,mast:JWST/product/jw08004002001_04102_00001-seg006_nrs1_x1dints.fits,377856243
JWST,jw08004002001_04102_00001-seg003_nrs2_x1dints.fits,SCIENCE,X1DINTS,2,389059200,mast:JWST/product/jw08004002001_04102_00001-seg003_nrs2_x1dints.fits,377856243
JWST,jw08004002001_04102_00001-seg002_nrs2_x1dints.fits,SCIENCE,X1DINTS,2,389059200,mast:JWST/product/jw08004002001_04102_00001-seg002_nrs2_x1dints.fits,377856243
JWST,jw08004002001_04102_00001-seg005_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,241732800,mast:JWST/product/jw08004002001_04102_00001-seg005_nrs1_x1dints.fits,377856243
JWST,jw12507002001_03101_00001-seg002_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,74445120,mast:JWST/product/jw12507002001_03101_00001-seg002_nrs1_x1dints.fits,378125183
JWST,jw12507002001_03101_00001-seg003_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,74445120,mast:JWST/product/jw12507002001_03101_00001-seg003_nrs1_x1dints.fits,378125183
JWST,jw12507002001_03101_00001-seg005_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,74142720,mast:JWST/product/jw12507002001_03101_00001-seg005_nrs1_x1dints.fits,378125183
JWST,jw12507002001_03101_00001-seg001_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,74445120,mast:JWST/product/jw12507002001_03101_00001-seg001_nrs1_x1dints.fits,378125183
JWST,jw12507002001_03101_00001-seg004_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,74445120,mast:JWST/product/jw12507002001_03101_00001-seg004_nrs1_x1dints.fits,378125183
JWST,jw12507-o002_t001_nirspec_clear-prism-s1600a1-sub512_whtlt.ecsv,SCIENCE,WHTLT,3,345933,mast:JWST/product/jw12507-o002_t001_nirspec_clear-prism-s1600a1-sub512_whtlt.ecsv,378125183
JWST,jw12507-o002_t001_nirspec_clear-prism-s1600a1-sub512_x1dints.fits,SCIENCE,X1DINTS,3,371687040,mast:JWST/product/jw12507-o002_t001_nirspec_clear-prism-s1600a1-sub512_x1dints.fits,378125183
JWST,jw05959001001_04102_00001-seg003_nrs2_x1dints.fits,SCIENCE,X1DINTS,2,364965120,mast:JWST/product/jw05959001001_04102_00001-seg003_nrs2_x1dints.fits,378126725
JWST,jw05959001001_04102_00001-seg001_nrs2_x1dints.fits,SCIENCE,X1DINTS,2,364965120,mast:JWST/product/jw05959001001_04102_00001-seg001_nrs2_x1dints.fits,378126725
JWST,jw05959001001_04102_00001-seg006_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,225872640,mast:JWST/product/jw05959001001_04102_00001-seg006_nrs1_x1dints.fits,378126725
JWST,jw05959001001_04102_00001-seg003_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,226584000,mast:JWST/product/jw05959001001_04102_00001-seg003_nrs1_x1dints.fits,378126725
JWST,jw05959001001_04102_00001-seg001_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,226584000,mast:JWST/product/jw05959001001_04102_00001-seg001_nrs1_x1dints.fits,378126725
JWST,jw05959001001_04102_00001-seg004_nrs2_x1dints.fits,SCIENCE,X1DINTS,2,364965120,mast:JWST/product/jw05959001001_04102_00001-seg004_nrs2_x1dints.fits,378126725
JWST,jw05959001001_04102_00001-seg004_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,226584000,mast:JWST/product/jw05959001001_04102_00001-seg004_nrs1_x1dints.fits,378126725
JWST,jw05959001001_04102_00001-seg005_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,226584000,mast:JWST/product/jw05959001001_04102_00001-seg005_nrs1_x1dints.fits,378126725
JWST,jw05959001001_04102_00001-seg002_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,226584000,mast:JWST/product/jw05959001001_04102_00001-seg002_nrs1_x1dints.fits,378126725
JWST,jw05959001001_04102_00001-seg005_nrs2_x1dints.fits,SCIENCE,X1DINTS,2,364965120,mast:JWST/product/jw05959001001_04102_00001-seg005_nrs2_x1dints.fits,378126725
JWST,jw05959001001_04102_00001-seg002_nrs2_x1dints.fits,SCIENCE,X1DINTS,2,364965120,mast:JWST/product/jw05959001001_04102_00001-seg002_nrs2_x1dints.fits,378126725
JWST,jw05959001001_04102_00001-seg006_nrs2_x1dints.fits,SCIENCE,X1DINTS,2,363816000,mast:JWST/product/jw05959001001_04102_00001-seg006_nrs2_x1dints.fits,378126725
JWST,jw05959-o001_t001_nirspec_f290lp-g395h-s1600a1-sub2048_whtlt.ecsv,SCIENCE,WHTLT,3,842968,mast:JWST/product/jw05959-o001_t001_nirspec_f290lp-g395h-s1600a1-sub2048_whtlt.ecsv,378126725
JWST,jw05959-o001_t001_nirspec_f290lp-g395h-s1600a1-sub2048_x1dints.fits,SCIENCE,X1DINTS,3,3546371520,mast:JWST/product/jw05959-o001_t001_nirspec_f290lp-g395h-s1600a1-sub2048_x1dints.fits,378126725
JWST,jw07073065001_04101_00001-seg001_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,312877440,mast:JWST/product/jw07073065001_04101_00001-seg001_nrs1_x1dints.fits,378222586
JWST,jw07073065001_04101_00001-seg002_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,312877440,mast:JWST/product/jw07073065001_04101_00001-seg002_nrs1_x1dints.fits,378222586
JWST,jw07073-o065_t004_nirspec_clear-prism-s1600a1-sub512_whtlt.ecsv,SCIENCE,WHTLT,3,563372,mast:JWST/product/jw07073-o065_t004_nirspec_clear-prism-s1600a1-sub512_whtlt.ecsv,378222586
JWST,jw07073-o065_t004_nirspec_clear-prism-s1600a1-sub512_x1dints.fits,SCIENCE,X1DINTS,3,625703040,mast:JWST/product/jw07073-o065_t004_nirspec_clear-prism-s1600a1-sub512_x1dints.fits,378222586
JWST,jw07188002001_04102_00001-seg005_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,100247040,mast:JWST/product/jw07188002001_04102_00001-seg005_nrs1_x1dints.fits,378268389
JWST,jw07188002001_04102_00001-seg002_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,100601280,mast:JWST/product/jw07188002001_04102_00001-seg002_nrs1_x1dints.fits,378268389
JWST,jw07188002001_04102_00001-seg001_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,100601280,mast:JWST/product/jw07188002001_04102_00001-seg001_nrs1_x1dints.fits,378268389
JWST,jw07188002001_04102_00001-seg002_nrs2_x1dints.fits,SCIENCE,X1DINTS,2,161890560,mast:JWST/product/jw07188002001_04102_00001-seg002_nrs2_x1dints.fits,378268389
JWST,jw07188002001_04102_00001-seg003_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,100601280,mast:JWST/product/jw07188002001_04102_00001-seg003_nrs1_x1dints.fits,378268389
JWST,jw07188002001_04102_00001-seg003_nrs2_x1dints.fits,SCIENCE,X1DINTS,2,161890560,mast:JWST/product/jw07188002001_04102_00001-seg003_nrs2_x1dints.fits,378268389
JWST,jw07188002001_04102_00001-seg005_nrs2_x1dints.fits,SCIENCE,X1DINTS,2,161314560,mast:JWST/product/jw07188002001_04102_00001-seg005_nrs2_x1dints.fits,378268389
JWST,jw07188002001_04102_00001-seg001_nrs2_x1dints.fits,SCIENCE,X1DINTS,2,161890560,mast:JWST/product/jw07188002001_04102_00001-seg001_nrs2_x1dints.fits,378268389
JWST,jw07188002001_04102_00001-seg004_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,100601280,mast:JWST/product/jw07188002001_04102_00001-seg004_nrs1_x1dints.fits,378268389
JWST,jw07188002001_04102_00001-seg004_nrs2_x1dints.fits,SCIENCE,X1DINTS,2,161890560,mast:JWST/product/jw07188002001_04102_00001-seg004_nrs2_x1dints.fits,378268389
JWST,jw07188-o002_t001_nirspec_f290lp-g395h-s1600a1-sub2048_whtlt.ecsv,SCIENCE,WHTLT,3,312327,mast:JWST/product/jw07188-o002_t001_nirspec_f290lp-g395h-s1600a1-sub2048_whtlt.ecsv,378268389
JWST,jw07188-o002_t001_nirspec_f290lp-g395h-s1600a1-sub2048_x1dints.fits,SCIENCE,X1DINTS,3,1310832000,mast:JWST/product/jw07188-o002_t001_nirspec_f290lp-g395h-s1600a1-sub2048_x1dints.fits,378268389
JWST,jw02420001001_04101_00001-seg003_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,554705280,mast:JWST/product/jw02420001001_04101_00001-seg003_nrs1_x1dints.fits,233647675
JWST,jw02420001001_04101_00001-seg001_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,554705280,mast:JWST/product/jw02420001001_04101_00001-seg001_nrs1_x1dints.fits,233647675
JWST,jw02420001001_04101_00001-seg002_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,554705280,mast:JWST/product/jw02420001001_04101_00001-seg002_nrs1_x1dints.fits,233647675
JWST,jw01366004001_04101_00001-seg004_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,324264960,mast:JWST/product/jw01366004001_04101_00001-seg004_nrs1_x1dints.fits,233647483
JWST,jw01366004001_04101_00001-seg003_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,324264960,mast:JWST/product/jw01366004001_04101_00001-seg003_nrs1_x1dints.fits,233647483
JWST,jw01366004001_04101_00001-seg002_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,327294720,mast:JWST/product/jw01366004001_04101_00001-seg002_nrs1_x1dints.fits,233647483
JWST,jw01366004001_04101_00001-seg001_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,327294720,mast:JWST/product/jw01366004001_04101_00001-seg001_nrs1_x1dints.fits,233647483
JWST,jw01366003001_04101_00001-seg001_nrs2_x1dints.fits,SCIENCE,X1DINTS,2,44570880,mast:JWST/product/jw01366003001_04101_00001-seg001_nrs2_x1dints.fits,233644122
JWST,jw01366003001_04101_00001-seg003_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,27720000,mast:JWST/product/jw01366003001_04101_00001-seg003_nrs1_x1dints.fits,233644122
JWST,jw01366003001_04101_00001-seg002_nrs2_x1dints.fits,SCIENCE,X1DINTS,2,44570880,mast:JWST/product/jw01366003001_04101_00001-seg002_nrs2_x1dints.fits,233644122
JWST,jw01366003001_04101_00001-seg001_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,27720000,mast:JWST/product/jw01366003001_04101_00001-seg001_nrs1_x1dints.fits,233644122
JWST,jw01366003001_04101_00001-seg003_nrs2_x1dints.fits,SCIENCE,X1DINTS,2,44570880,mast:JWST/product/jw01366003001_04101_00001-seg003_nrs2_x1dints.fits,233644122
JWST,jw01366003001_04101_00001-seg002_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,27720000,mast:JWST/product/jw01366003001_04101_00001-seg002_nrs1_x1dints.fits,233644122
JWST,jw01729001001_04102_00001-seg001_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,48211200,mast:JWST/product/jw01729001001_04102_00001-seg001_nrs1_x1dints.fits,233647233
JWST,jw01729001001_04102_00001-seg002_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,48211200,mast:JWST/product/jw01729001001_04102_00001-seg002_nrs1_x1dints.fits,233647233
JWST,jw01729001001_04102_00001-seg004_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,48211200,mast:JWST/product/jw01729001001_04102_00001-seg004_nrs1_x1dints.fits,233647233
JWST,jw01729001001_04102_00001-seg003_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,48211200,mast:JWST/product/jw01729001001_04102_00001-seg003_nrs1_x1dints.fits,233647233
JWST,jw01729001001_04102_00001-seg005_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,48211200,mast:JWST/product/jw01729001001_04102_00001-seg005_nrs1_x1dints.fits,233647233
JWST,jw01729001001_04102_00001-seg006_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,48211200,mast:JWST/product/jw01729001001_04102_00001-seg006_nrs1_x1dints.fits,233647233
JWST,jw01729001001_04102_00001-seg007_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,48211200,mast:JWST/product/jw01729001001_04102_00001-seg007_nrs1_x1dints.fits,233647233
JWST,jw01729001001_04102_00001-seg008_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,48211200,mast:JWST/product/jw01729001001_04102_00001-seg008_nrs1_x1dints.fits,233647233
JWST,jw01729001001_04102_00001-seg009_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,48211200,mast:JWST/product/jw01729001001_04102_00001-seg009_nrs1_x1dints.fits,233647233
JWST,jw01729001001_04102_00001-seg010_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,48211200,mast:JWST/product/jw01729001001_04102_00001-seg010_nrs1_x1dints.fits,233647233
JWST,jw01729001001_04102_00001-seg012_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,47678400,mast:JWST/product/jw01729001001_04102_00001-seg012_nrs1_x1dints.fits,233647233
JWST,jw01729001001_04102_00001-seg011_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,48211200,mast:JWST/product/jw01729001001_04102_00001-seg011_nrs1_x1dints.fits,233647233
JWST,jw01729001001_04102_00001-seg013_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,47678400,mast:JWST/product/jw01729001001_04102_00001-seg013_nrs1_x1dints.fits,233647233
JWST,jw01729001001_04102_00001-seg001_nrs2_x1dints.fits,SCIENCE,X1DINTS,2,77558400,mast:JWST/product/jw01729001001_04102_00001-seg001_nrs2_x1dints.fits,233647233
JWST,jw01729001001_04102_00001-seg003_nrs2_x1dints.fits,SCIENCE,X1DINTS,2,77558400,mast:JWST/product/jw01729001001_04102_00001-seg003_nrs2_x1dints.fits,233647233
JWST,jw01729001001_04102_00001-seg004_nrs2_x1dints.fits,SCIENCE,X1DINTS,2,77558400,mast:JWST/product/jw01729001001_04102_00001-seg004_nrs2_x1dints.fits,233647233
JWST,jw01729001001_04102_00001-seg006_nrs2_x1dints.fits,SCIENCE,X1DINTS,2,77558400,mast:JWST/product/jw01729001001_04102_00001-seg006_nrs2_x1dints.fits,233647233
JWST,jw01729001001_04102_00001-seg005_nrs2_x1dints.fits,SCIENCE,X1DINTS,2,77558400,mast:JWST/product/jw01729001001_04102_00001-seg005_nrs2_x1dints.fits,233647233
JWST,jw01729001001_04102_00001-seg002_nrs2_x1dints.fits,SCIENCE,X1DINTS,2,77558400,mast:JWST/product/jw01729001001_04102_00001-seg002_nrs2_x1dints.fits,233647233
JWST,jw01729001001_04102_00001-seg009_nrs2_x1dints.fits,SCIENCE,X1DINTS,2,77558400,mast:JWST/product/jw01729001001_04102_00001-seg009_nrs2_x1dints.fits,233647233
JWST,jw01729001001_04102_00001-seg007_nrs2_x1dints.fits,SCIENCE,X1DINTS,2,77558400,mast:JWST/product/jw01729001001_04102_00001-seg007_nrs2_x1dints.fits,233647233
JWST,jw01729001001_04102_00001-seg008_nrs2_x1dints.fits,SCIENCE,X1DINTS,2,77558400,mast:JWST/product/jw01729001001_04102_00001-seg008_nrs2_x1dints.fits,233647233
JWST,jw01729001001_04102_00001-seg010_nrs2_x1dints.fits,SCIENCE,X1DINTS,2,77558400,mast:JWST/product/jw01729001001_04102_00001-seg010_nrs2_x1dints.fits,233647233
JWST,jw01729001001_04102_00001-seg011_nrs2_x1dints.fits,SCIENCE,X1DINTS,2,77558400,mast:JWST/product/jw01729001001_04102_00001-seg011_nrs2_x1dints.fits,233647233
JWST,jw01729001001_04102_00001-seg013_nrs2_x1dints.fits,SCIENCE,X1DINTS,2,76697280,mast:JWST/product/jw01729001001_04102_00001-seg013_nrs2_x1dints.fits,233647233
JWST,jw01729001001_04102_00001-seg012_nrs2_x1dints.fits,SCIENCE,X1DINTS,2,76697280,mast:JWST/product/jw01729001001_04102_00001-seg012_nrs2_x1dints.fits,233647233
JWST,jw01981011001_04102_00001-seg001_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,209658240,mast:JWST/product/jw01981011001_04102_00001-seg001_nrs1_x1dints.fits,234312913
JWST,jw01981011001_04102_00001-seg003_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,205914240,mast:JWST/product/jw01981011001_04102_00001-seg003_nrs1_x1dints.fits,234312913
JWST,jw01981011001_04102_00001-seg002_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,209658240,mast:JWST/product/jw01981011001_04102_00001-seg002_nrs1_x1dints.fits,234312913
JWST,jw01981011001_04102_00001-seg002_nrs2_x1dints.fits,SCIENCE,X1DINTS,2,337429440,mast:JWST/product/jw01981011001_04102_00001-seg002_nrs2_x1dints.fits,234312913
JWST,jw01981011001_04102_00001-seg003_nrs2_x1dints.fits,SCIENCE,X1DINTS,2,331404480,mast:JWST/product/jw01981011001_04102_00001-seg003_nrs2_x1dints.fits,234312913
JWST,jw01981011001_04102_00001-seg001_nrs2_x1dints.fits,SCIENCE,X1DINTS,2,337429440,mast:JWST/product/jw01981011001_04102_00001-seg001_nrs2_x1dints.fits,234312913
JWST,jw01981012001_04102_00001-seg001_nrs2_x1dints.fits,SCIENCE,X1DINTS,2,337429440,mast:JWST/product/jw01981012001_04102_00001-seg001_nrs2_x1dints.fits,234315761
JWST,jw01981012001_04102_00001-seg003_nrs2_x1dints.fits,SCIENCE,X1DINTS,2,331404480,mast:JWST/product/jw01981012001_04102_00001-seg003_nrs2_x1dints.fits,234315761
JWST,jw01981012001_04102_00001-seg003_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,205914240,mast:JWST/product/jw01981012001_04102_00001-seg003_nrs1_x1dints.fits,234315761
JWST,jw01981012001_04102_00001-seg002_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,209658240,mast:JWST/product/jw01981012001_04102_00001-seg002_nrs1_x1dints.fits,234315761
JWST,jw01981012001_04102_00001-seg001_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,209658240,mast:JWST/product/jw01981012001_04102_00001-seg001_nrs1_x1dints.fits,234315761
JWST,jw01981012001_04102_00001-seg002_nrs2_x1dints.fits,SCIENCE,X1DINTS,2,337429440,mast:JWST/product/jw01981012001_04102_00001-seg002_nrs2_x1dints.fits,234315761
JWST,jw01281002001_04101_00001-seg003_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,49596480,mast:JWST/product/jw01281002001_04101_00001-seg003_nrs1_x1dints.fits,233637649
JWST,jw01281002001_04101_00001-seg001_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,49596480,mast:JWST/product/jw01281002001_04101_00001-seg001_nrs1_x1dints.fits,233637649
JWST,jw01281002001_04101_00001-seg002_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,49596480,mast:JWST/product/jw01281002001_04101_00001-seg002_nrs1_x1dints.fits,233637649
JWST,jw02149002001_04102_00001-seg001_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,239771520,mast:JWST/product/jw02149002001_04102_00001-seg001_nrs1_x1dints.fits,233638026
JWST,jw02149002001_04102_00001-seg002_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,238881600,mast:JWST/product/jw02149002001_04102_00001-seg002_nrs1_x1dints.fits,233638026
JWST,jw02149002001_04102_00001-seg003_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,238881600,mast:JWST/product/jw02149002001_04102_00001-seg003_nrs1_x1dints.fits,233638026
JWST,jw02149002001_04102_00001-seg007_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,238881600,mast:JWST/product/jw02149002001_04102_00001-seg007_nrs1_x1dints.fits,233638026
JWST,jw02149002001_04102_00001-seg006_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,238881600,mast:JWST/product/jw02149002001_04102_00001-seg006_nrs1_x1dints.fits,233638026
JWST,jw02149002001_04102_00001-seg005_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,238881600,mast:JWST/product/jw02149002001_04102_00001-seg005_nrs1_x1dints.fits,233638026
JWST,jw02149002001_04102_00001-seg004_nrs1_x1dints.fits,SCIENCE,X1DINTS,2,238881600,mast:JWST/product/jw02149002001_04102_00001-seg004_nrs1_x1dints.fits,233638026
JWST,jw02149002001_04102_00001-seg001_nrs2_x1dints.fits,SCIENCE,X1DINTS,2,385905600,mast:JWST/product/jw02149002001_04102_00001-seg001_nrs2_x1dints.fits,233638026
JWST,jw02149002001_04102_00001-seg002_nrs2_x1dints.fits,SCIENCE,X1DINTS,2,384471360,mast:JWST/product/jw02149002001_04102_00001-seg002_nrs2_x1dints.fits,233638026
